"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/list.csv?datainfo&rowcount&base_name=Plantae&variant=all&show=class"
"Access Time","Thu 2025-06-26 21:48:33 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Plantae"
"","variant","all"
"","show","class"
"Elapsed Time","2.14"
"Records Found","32837"
"Records Returned","32837"
"Records:"
"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","type_taxon"
"443141","443141","txn","","genus","Capparis","","443141","genus","Capparis","55649","8628","extant","14","Angiospermae","Dicotyledoneae","Papaverales","Capparidaceae","Capparis","Capparis spinosa"
"494623","494623","txn","","species","Capparis baducca","","494623","species","Capparis baducca","443141","8628","extant","0","Angiospermae","Dicotyledoneae","Papaverales","Capparidaceae","Capparis",""
"494621","494621","txn","","species","Capparis spinosa","","494621","species","Capparis spinosa","443141","8628","extant","0","Angiospermae","Dicotyledoneae","Papaverales","Capparidaceae","Capparis",""
"443142","443142","txn","","species","Capparis palaeomicrantha","","443142","species","Capparis palaeomicrantha","443141","78400","extinct","1","Angiospermae","Dicotyledoneae","Papaverales","Capparidaceae","Capparis",""
"494622","494622","txn","","species","Capparis cynophallophora","","494622","species","Capparis cynophallophora","443141","8628","extant","0","Angiospermae","Dicotyledoneae","Papaverales","Capparidaceae","Capparis",""
"411809","411809","txn","","genus","Palaeocleome","","411809","genus","Palaeocleome","55649","6706","extinct","1","Angiospermae","Dicotyledoneae","Papaverales","Capparidaceae","Palaeocleome","Palaeocleome lakense"
"411810","411810","txn","","species","Palaeocleome lakense","","411810","species","Palaeocleome lakense","411809","71641","extinct","0","Angiospermae","Dicotyledoneae","Papaverales","Capparidaceae","Palaeocleome",""
"418738","418738","txn","","species","Palaeocleome lakensis","","418738","species","Palaeocleome lakensis","411809","6706","extinct","1","Angiospermae","Dicotyledoneae","Papaverales","Capparidaceae","Palaeocleome",""
"406278","406278","txn","","genus","Capparites","","406278","genus","Capparites","55649","71641","extinct","2","Angiospermae","Dicotyledoneae","Papaverales","Capparidaceae","Capparites",""
"406279","406279","txn","","species","Capparites cynophylloides","","406279","species","Capparites cynophylloides","406278","71641","extinct","0","Angiospermae","Dicotyledoneae","Papaverales","Capparidaceae","Capparites",""
"447436","447436","txn","","species","Capparites orbicularis","","447436","species","Capparites orbicularis","406278","78993","extinct","0","Angiospermae","Dicotyledoneae","Papaverales","Capparidaceae","Capparites",""
"466952","466952","txn","","genus","Cadaba","","466952","genus","Cadaba","55649","83577","extant","2","Angiospermae","Dicotyledoneae","Papaverales","Capparidaceae","Cadaba",""
"406274","406274","txn","","genus","Capparidocarpus","","406274","genus","Capparidocarpus","55649","71641","extinct","0","Angiospermae","Dicotyledoneae","Papaverales","Capparidaceae","Capparidocarpus","Capparidocarpus sphericas"
"406275","406275","txn","","species","Capparidocarpus sphericas","","406275","species","Capparidocarpus sphericas","406274","71641","extinct","0","Angiospermae","Dicotyledoneae","Papaverales","Capparidaceae","Capparidocarpus",""
"175090","175090","txn","","genus","Araliopsoides","","175090","genus","Araliopsoides","55354","34804","extinct","6","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Araliopsoides","Araliopsoides breviloba"
"405284","405284","txn","","genus","Araliopsis","replaced by","175090","genus","Araliopsoides","55354","71641","extinct","6","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Araliopsoides",""
"447062","447062","txn","","species","Araliopsis breviloba","","447062","species","Araliopsis breviloba","175090","78993","extinct","0","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Araliopsoides",""
"405313","405313","txn","","species","Araliopsoides breviloba","","405313","species","Araliopsoides breviloba","175090","78993","extinct","0","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Araliopsoides",""
"405285","405286","txn","V","species","Araliopsis cretacea","recombined as","405285","species","Araliopsoides cretacea","175090","71641","extinct","6","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Araliopsoides",""
"405285","447063","txn","","species","Araliopsoides cretacea","","405285","species","Araliopsoides cretacea","175090","78993","extinct","6","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Araliopsoides",""
"405285","405285","txn","V","species","Sassafras cretaceum","recombined as","405285","species","Araliopsoides cretacea","175090","71641","extinct","6","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Araliopsoides",""
"447066","447066","txn","V","species","Sassafras obtusus","subjective synonym of","405285","species","Araliopsoides cretacea","175090","78993","extinct","6","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Araliopsoides",""
"447066","447067","txn","V","species","Cissites obtusum","subjective synonym of","405285","species","Araliopsoides cretacea","175090","78993","extinct","6","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Araliopsoides",""
"447066","447068","txn","","species","Araliopsis obtusum","subjective synonym of","405285","species","Araliopsoides cretacea","175090","78993","extinct","6","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Araliopsoides",""
"447064","447064","txn","","species","Populites salisburyiaefolius","subjective synonym of","405285","species","Araliopsoides cretacea","175090","78993","extinct","6","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Araliopsoides",""
"447064","447065","txn","V","species","Cissites salisburiaefolius","subjective synonym of","405285","species","Araliopsoides cretacea","175090","78993","extinct","6","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Araliopsoides",""
"252687","252687","txn","F","genus","Triorites","","252687","genus","Triorites","55354","43893","extinct","142","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites","Triorites magnificus"
"252688","252688","txn","F","species","Triorites magnificus","","252688","species","Triorites magnificus","252687","43893","extinct","0","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites",""
"461024","461024","txn","","species","Triorites indica","","461024","species","Triorites indica","252687","80975","extinct","1","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites",""
"252689","252689","txn","F","species","Triorites orbiculatus","","252689","species","Triorites orbiculatus","252687","43893","extinct","7","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites",""
"461026","461026","txn","","species","Triorites minutus","","461026","species","Triorites minutus","252687","80975","extinct","0","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites",""
"334949","334949","txn","","species","Triorites edwardsii","","334949","species","Triorites edwardsii","252687","57713","extinct","0","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites",""
"323928","323928","txn","","species","Triorites africaensis","","323928","species","Triorites africaensis","252687","55701","extinct","59","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites",""
"461027","461027","txn","","species","Triorites santalumi","","461027","species","Triorites santalumi","252687","80975","extinct","1","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites",""
"461022","461022","txn","","species","Triorites communis","","461022","species","Triorites communis","252687","80975","extinct","2","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites",""
"461028","461028","txn","","species","Triorites triangulus","","461028","species","Triorites triangulus","252687","80975","extinct","0","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites",""
"264607","264607","txn","","species","Triorites minor","","264607","species","Triorites minor","252687","46161","extinct","27","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites",""
"461025","461025","txn","","species","Triorites inferius","","461025","species","Triorites inferius","252687","80975","extinct","1","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites",""
"461021","461021","txn","","species","Triorites bellus","","461021","species","Triorites bellus","252687","80975","extinct","0","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites",""
"461023","461023","txn","","species","Triorites dermatus","","461023","species","Triorites dermatus","252687","80975","extinct","0","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites",""
"308942","308942","txn","","species","Triorites punctulatus","","308942","species","Triorites punctulatus","252687","53369","extinct","1","Angiospermae","Dicotyledoneae","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triorites",""
"54931","54931","txn","","order","Rhamnales","","54931","order","Rhamnales","55354","8820","","0","Angiospermae","Dicotyledoneae","Rhamnales","","",""
"55712","55712","txn","","family","Leeaceae","","55712","family","Leeaceae","54931","8820","","0","Angiospermae","Dicotyledoneae","Rhamnales","Leeaceae","",""
"404766","404766","txn","F","genus","Achaenites","","404766","genus","Achaenites","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Achaenites","Achaenites ungeri"
"404767","404767","txn","F","species","Achaenites ungeri","","404767","species","Achaenites ungeri","404766","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Achaenites",""
"214536","214536","txn","","family","Naiadaceae","","214536","family","Naiadaceae","54885","39440","","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Naiadaceae","",""
"406258","406258","txn","","genus","Cantia","","406258","genus","Cantia","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Cantia","Cantia arborescens"
"406259","406259","txn","","species","Cantia arborescens","","406259","species","Cantia arborescens","406258","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Cantia",""
"404805","404805","txn","F","genus","Actinidiophyllum","","404805","genus","Actinidiophyllum","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Actinidiophyllum",""
"322125","322125","txn","","genus","Tetraporopollenites","","322125","genus","Tetraporopollenites","54885","55498","extinct","1","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tetraporopollenites",""
"409935","409935","txn","","genus","Jordania","","409935","genus","Jordania","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Jordania","Jordania ebenoides"
"409936","409936","txn","","species","Jordania ebenoides","","409936","species","Jordania ebenoides","409935","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Jordania",""
"416005","416005","txn","","genus","Triplicarpus","","416005","genus","Triplicarpus","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triplicarpus","Triplicarpus purkynei"
"416006","416006","txn","","species","Triplicarpus purkynei","","416006","species","Triplicarpus purkynei","416005","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Triplicarpus",""
"414348","414348","txn","","genus","Schafhautlia","","414348","genus","Schafhautlia","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Schafhautlia","Schafhautlia teisenbergensis"
"414349","414349","txn","","species","Schafhautlia teisenbergensis","","414349","species","Schafhautlia teisenbergensis","414348","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Schafhautlia",""
"414320","414320","txn","","genus","Sassendorfites","","414320","genus","Sassendorfites","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sassendorfites","Sassendorfites benkerti"
"414321","414321","txn","","species","Sassendorfites benkerti","","414321","species","Sassendorfites benkerti","414320","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sassendorfites",""
"404839","404839","txn","F","genus","Aesculiphyllum","","404839","genus","Aesculiphyllum","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aesculiphyllum","Aesculiphyllum majus"
"404840","404840","txn","F","species","Aesculiphyllum majus","","404840","species","Aesculiphyllum majus","404839","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aesculiphyllum",""
"417645","417645","txn","","genus","Lausaticutis","","417645","genus","Lausaticutis","54885","72215","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lausaticutis","Lausaticutis rugosa"
"417646","417646","txn","","species","Lausaticutis rugosa","","417646","species","Lausaticutis rugosa","417645","72215","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lausaticutis",""
"404720","404720","txn","F","genus","Aachenoxylon","","404720","genus","Aachenoxylon","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aachenoxylon",""
"415407","415407","txn","","genus","Symphorocarpophyllum","","415407","genus","Symphorocarpophyllum","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Symphorocarpophyllum",""
"415408","415408","txn","","species","Symphorocarpophyllum albertum","","415408","species","Symphorocarpophyllum albertum","415407","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Symphorocarpophyllum",""
"452361","452361","txn","","species","Symphorocarpophyllum linnaeiforme","","452361","species","Symphorocarpophyllum linnaeiforme","415407","78993","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Symphorocarpophyllum",""
"407043","407043","txn","","genus","Cucubalites","","407043","genus","Cucubalites","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Cucubalites","Cucubalites goldfussii"
"407044","407044","txn","","species","Cucubalites goldfussii","","407044","species","Cucubalites goldfussii","407043","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Cucubalites",""
"412005","412005","txn","","genus","Pandanophyllum","","412005","genus","Pandanophyllum","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pandanophyllum","Pandanophyllum ahnertii"
"412006","412006","txn","","species","Pandanophyllum ahnertii","","412006","species","Pandanophyllum ahnertii","412005","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pandanophyllum",""
"416649","416649","txn","","genus","Yubaria","","416649","genus","Yubaria","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Yubaria","Yubaria invaginata"
"416650","416650","txn","","species","Yubaria invaginata","","416650","species","Yubaria invaginata","416649","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Yubaria",""
"417123","417123","txn","","genus","Costicutis","","417123","genus","Costicutis","54885","72215","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Costicutis","Costicutis parvicellareata"
"417124","417124","txn","","species","Costicutis parvicellareata","","417124","species","Costicutis parvicellareata","417123","72215","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Costicutis",""
"412913","412913","txn","","genus","Pleiacron","","412913","genus","Pleiacron","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pleiacron","Pleiacron elachocarpum"
"412914","412914","txn","","species","Pleiacron elachocarpum","","412914","species","Pleiacron elachocarpum","412913","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pleiacron",""
"413372","413372","txn","","genus","Protorchis","","413372","genus","Protorchis","54885","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Protorchis","Protorchis monorchis"
"413373","413373","txn","","species","Protorchis monorchis","","413373","species","Protorchis monorchis","413372","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Protorchis",""
"466258","466258","txn","","unranked clade","Mesangiosperms","","466258","unranked clade","Mesangiosperms","54885","76151","extant","16653","Angiospermae","","","","",""
"182970","182970","txn","","order","Chloranthales","","182970","order","Chloranthales","466258","35420","extant","164","Angiospermae","NO_CLASS_SPECIFIED","Chloranthales","","",""
"55387","55387","txn","","family","Chloranthaceae","","55387","family","Chloranthaceae","182970","8820","extant","164","Angiospermae","NO_CLASS_SPECIFIED","Chloranthales","Chloranthaceae","",""
"322019","322019","txn","F","genus","Ascarina","","322019","genus","Ascarina","55387","55377","extant","3","Angiospermae","NO_CLASS_SPECIFIED","Chloranthales","Chloranthaceae","Ascarina",""
"264520","264520","txn","F","genus","Clavatipollenites","","264520","genus","Clavatipollenites","55387","46161","extinct","160","Angiospermae","NO_CLASS_SPECIFIED","Chloranthales","Chloranthaceae","Clavatipollenites",""
"278650","278650","txn","","species","Clavatipollenites tenellis","","278650","species","Clavatipollenites tenellis","264520","48227","extinct","5","Angiospermae","NO_CLASS_SPECIFIED","Chloranthales","Chloranthaceae","Clavatipollenites",""
"276513","276513","txn","","species","Clavatipollenites hughesii","","276513","species","Clavatipollenites hughesii","264520","47990","extinct","63","Angiospermae","NO_CLASS_SPECIFIED","Chloranthales","Chloranthaceae","Clavatipollenites",""
"325696","325696","txn","","species","Clavatipollenites dividuus","","325696","species","Clavatipollenites dividuus","264520","55881","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Chloranthales","Chloranthaceae","Clavatipollenites",""
"278649","278649","txn","F","species","Clavatipollenites minutus","","278649","species","Clavatipollenites minutus","264520","83879","extinct","4","Angiospermae","NO_CLASS_SPECIFIED","Chloranthales","Chloranthaceae","Clavatipollenites",""
"325979","325979","txn","","species","Clavatipollenites rotundus","","325979","species","Clavatipollenites rotundus","264520","55885","extinct","1","Angiospermae","NO_CLASS_SPECIFIED","Chloranthales","Chloranthaceae","Clavatipollenites",""
"454295","454295","txn","","species","Clavatipollenites cephalus","","454295","species","Clavatipollenites cephalus","264520","80975","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","Chloranthales","Chloranthaceae","Clavatipollenites",""
"454358","454358","txn","","genus","Hedyosmum","","454358","genus","Hedyosmum","55387","81185","extant","0","Angiospermae","NO_CLASS_SPECIFIED","Chloranthales","Chloranthaceae","Hedyosmum",""
"307280","307280","txn","V","informal","Monocots","obsolete variant of","307280","unranked clade","Monocots","466258","52945","extant","5042","Angiospermae","","","","",""
"307280","466269","txn","","unranked clade","Monocots","","307280","unranked clade","Monocots","466258","76151","extant","5042","Angiospermae","","","","",""
"55277","55277","txn","","family","Araceae","","55277","family","Araceae","307280","4023","extant","828","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","","Aquaephyllum"
"405454","405454","txn","","genus","Aronites","","405454","genus","Aronites","55277","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Aronites","Aronites dubius"
"405455","405455","txn","","species","Aronites dubius","","405455","species","Aronites dubius","405454","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Aronites",""
"405440","405440","txn","","genus","Arisaemites","","405440","genus","Arisaemites","55277","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Arisaemites",""
"453968","453968","txn","","genus","Araceaepites","","453968","genus","Araceaepites","55277","80975","extinct","3","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Araceaepites",""
"453969","453969","txn","","species","Araceaepites conditi","","453969","species","Araceaepites conditi","453968","80975","extinct","1","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Araceaepites",""
"453971","453971","txn","","species","Araceaepites nagappae","","453971","species","Araceaepites nagappae","453968","80975","extinct","1","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Araceaepites",""
"453970","453970","txn","","species","Araceaepites microgranulata","","453970","species","Araceaepites microgranulata","453968","80975","extinct","1","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Araceaepites",""
"55281","55281","txn","","genus","Porosia","","55281","genus","Porosia","55277","4023","","25","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Porosia",""
"55280","55280","txn","","species","Porosia verrucosa","","55280","species","Porosia verrucosa","55281","58376","extinct","25","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Porosia",""
"55280","55279","txn","V","species","Carpites verrucosus","recombined as","55280","species","Porosia verrucosa","55281","58376","extinct","25","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Porosia",""
"95375","95375","txn","","subfamily","Orontioideae","","95375","subfamily","Orontioideae","55277","23357","","1","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","",""
"95374","95374","txn","","genus","Albertarum","","95374","genus","Albertarum","95375","23357","extinct","1","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Albertarum","Albertarum pueri"
"95376","95376","txn","","species","Albertarum pueri","","95376","species","Albertarum pueri","95374","23357","extinct","1","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Albertarum",""
"55276","55276","txn","","genus","Peltandra","","55276","genus","Peltandra","55277","4023","","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Peltandra",""
"55278","55275","txn","","species","Peltandra primaeva","","55278","species","Peltandra primaeva","55276","4023","","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Peltandra",""
"55278","55278","txn","V","species","Peltandrea primaeva","recombined as","55278","species","Peltandra primaeva","55276","4023","","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Peltandra",""
"319565","319565","txn","F","genus","Pandaniidites","","319565","genus","Pandaniidites","55277","54876","extinct","61","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Pandaniidites",""
"476885","476885","txn","","species","Pandaniidites typicus","","476885","species","Pandaniidites typicus","319565","85746","extinct","36","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Pandaniidites",""
"405456","405456","txn","","genus","Aronium","","405456","genus","Aronium","55277","71641","extinct","1","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Aronium","Aronium extinctum"
"405457","405457","txn","","species","Aronium extinctum","","405457","species","Aronium extinctum","405456","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Aronium",""
"405196","405196","txn","","genus","Anthuriophyllum","","405196","genus","Anthuriophyllum","55277","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Anthuriophyllum","Anthuriophyllum spectabile"
"405197","405197","txn","","species","Anthuriophyllum spectabile","","405197","species","Anthuriophyllum spectabile","405196","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Anthuriophyllum",""
"446743","446743","txn","","genus","Acorus","","446743","genus","Acorus","55277","8628","extant","1","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Acorus","Acorus calamus"
"446746","446746","txn","","species","Acorus calamus","","446746","species","Acorus calamus","446743","8628","extant","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Acorus",""
"446744","446744","txn","","species","Acorus affinis","","446744","species","Acorus affinis","446743","78993","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Acorus",""
"446745","446745","txn","","species","Acorus brachystachys","","446745","species","Acorus brachystachys","446743","78993","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Acorus",""
"405260","405260","txn","","genus","Araceophyllum","","405260","genus","Araceophyllum","55277","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Araceophyllum","Araceophyllum engleri"
"405261","405261","txn","","species","Araceophyllum engleri","","405261","species","Araceophyllum engleri","405260","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Araceophyllum",""
"424593","424593","txn","F","genus","Thrinax","","424593","genus","Thrinax","55277","72443","extant","2","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Thrinax",""
"424592","424592","txn","F","species","Thrinax eocenica","","424592","species","Thrinax eocenica","424593","72443","extinct","2","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Thrinax",""
"454308","454308","txn","","genus","Colocasia","","454308","genus","Colocasia","55277","80975","extant","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Colocasia",""
"419905","419905","txn","","genus","Natantisphyllum","","419905","genus","Natantisphyllum","55277","72551","extinct","1","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Natantisphyllum","Natantisphyllum crenae"
"419906","419906","txn","","species","Natantisphyllum crenae","","419906","species","Natantisphyllum crenae","419905","72551","extinct","1","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Natantisphyllum",""
"404780","404780","txn","F","genus","Acoropsis","","404780","genus","Acoropsis","55277","71641","extinct","0","Angiospermae","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","Araceae","Acoropsis","Acoropsis minor"
