"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/list.csv?datainfo&rowcount&base_name=Plantae&variant=all&show=class"
"Access Time","Thu 2025-06-26 21:48:33 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Plantae"
"","variant","all"
"","show","class"
"Elapsed Time","2.14"
"Records Found","32837"
"Records Returned","32837"
"Records:"
"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","type_taxon"
"454451","454451","txn","","genus","Couperipollis","","454451","genus","Couperipollis","54311","80975","extinct","7","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Couperipollis",""
"454453","454453","txn","","species","Couperipollis baculatus","","454453","species","Couperipollis baculatus","454451","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Couperipollis",""
"454458","454458","txn","V","species","Monosulcites rarispinosus","recombined as","454458","species","Couperipollis rarispinosus","454451","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Couperipollis",""
"454458","454459","txn","","species","Couperipollis rarispinosus","","454458","species","Couperipollis rarispinosus","454451","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Couperipollis",""
"454452","454452","txn","","species","Couperipollis achinatus","","454452","species","Couperipollis achinatus","454451","80975","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Couperipollis",""
"454457","454457","txn","","species","Couperipollis kutchensis","","454457","species","Couperipollis kutchensis","454451","80975","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Couperipollis",""
"454460","454461","txn","V","species","Monosulcites wodehousei","recombined as","454460","species","Couperipollis wodehousei","454451","80975","extinct","3","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Couperipollis",""
"454460","454462","txn","","species","Couperipollis wodehousei","","454460","species","Couperipollis wodehousei","454451","80975","extinct","3","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Couperipollis",""
"454460","454460","txn","V","species","Araceaepites wodehousei","recombined as","454460","species","Couperipollis wodehousei","454451","80975","extinct","3","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Couperipollis",""
"454454","454456","txn","","species","Couperipollis brevispinosus","","454454","species","Couperipollis brevispinosus","454451","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Couperipollis",""
"454454","454454","txn","V","species","Colocasioideaepites brevispina","recombined as","454454","species","Couperipollis brevispinosus","454451","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Couperipollis",""
"454454","454455","txn","V","species","Monosulcites brevispinosus","recombined as","454454","species","Couperipollis brevispinosus","454451","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Couperipollis",""
"412104","412104","txn","","genus","Paradoxopteris","","412104","genus","Paradoxopteris","54311","71641","extinct","3","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Paradoxopteris","Paradoxopteris stromeri"
"412105","412105","txn","","species","Paradoxopteris stromeri","","412105","species","Paradoxopteris stromeri","412104","71641","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Paradoxopteris",""
"417613","417613","txn","","genus","Lacuniderma","","417613","genus","Lacuniderma","54311","72215","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lacuniderma","Lacuniderma meyenii"
"417614","417614","txn","","species","Lacuniderma meyenii","","417614","species","Lacuniderma meyenii","417613","72215","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lacuniderma",""
"413126","413126","txn","","genus","Polytripa","","413126","genus","Polytripa","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Polytripa","Polytripa elongata"
"413127","413127","txn","","species","Polytripa elongata","","413127","species","Polytripa elongata","413126","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Polytripa",""
"407792","407792","txn","","genus","Diplotesta","","407792","genus","Diplotesta","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Diplotesta","Diplotesta grandeuryana"
"407793","407793","txn","","species","Diplotesta grandeuryana","","407793","species","Diplotesta grandeuryana","407792","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Diplotesta",""
"457596","457596","txn","","genus","Peltandripites","","457596","genus","Peltandripites","54311","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Peltandripites",""
"457597","457597","txn","","species","Peltandripites dubius","","457597","species","Peltandripites dubius","457596","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Peltandripites",""
"411538","411538","txn","","genus","Nygmites","","411538","genus","Nygmites","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Nygmites","Nygmites solitarius"
"411539","411539","txn","","species","Nygmites solitarius","","411539","species","Nygmites solitarius","411538","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Nygmites",""
"412557","412557","txn","","genus","Phloisbolithes","","412557","genus","Phloisbolithes","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Phloisbolithes","Phloisbolithes striatus"
"412559","412559","txn","","species","Phloisbolithes striatus","","412559","species","Phloisbolithes striatus","412557","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Phloisbolithes",""
"405217","405217","txn","","genus","Aphlebia","","405217","genus","Aphlebia","54311","71641","extinct","26","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aphlebia","Aphlebia acuta"
"405218","405219","txn","","species","Aphlebia acuta","","405218","species","Aphlebia acuta","405217","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aphlebia",""
"405218","405218","txn","V","species","Fucoides acutus","recombined as","405218","species","Aphlebia acuta","405217","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aphlebia",""
"492591","492591","txn","","genus","Sibbaldia","","492591","genus","Sibbaldia","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sibbaldia","Sibbaldia procumbens"
"492593","492593","txn","","species","Sibbaldia erecta","","492593","species","Sibbaldia erecta","492591","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sibbaldia",""
"492592","492592","txn","","species","Sibbaldia procumbens","","492592","species","Sibbaldia procumbens","492591","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sibbaldia",""
"489145","489145","txn","","genus","Epimedium","","489145","genus","Epimedium","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Epimedium","Epimedium alpinum"
"489146","489146","txn","","species","Epimedium alpinum","","489146","species","Epimedium alpinum","489145","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Epimedium",""
"488248","488248","txn","","genus","Alopecurus","","488248","genus","Alopecurus","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alopecurus",""
"488249","488249","txn","","species","Alopecurus pratensis","","488249","species","Alopecurus pratensis","488248","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alopecurus",""
"488251","488251","txn","","species","Alopecurus bordeiformis","","488251","species","Alopecurus bordeiformis","488248","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alopecurus",""
"488252","488252","txn","","species","Alopecurus monspeliensis","","488252","species","Alopecurus monspeliensis","488248","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alopecurus",""
"488250","488250","txn","","species","Alopecurus geniculatus","","488250","species","Alopecurus geniculatus","488248","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alopecurus",""
"279421","279421","txn","","genus","Raistrickia","","279421","genus","Raistrickia","54311","48396","extinct","200","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Raistrickia",""
"279423","279423","txn","","species","Raistrickia aculeata","","279423","species","Raistrickia aculeata","279421","48396","extinct","15","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Raistrickia",""
"279422","279422","txn","","species","Raistrickia densa","","279422","species","Raistrickia densa","279421","48396","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Raistrickia",""
"334700","334700","txn","","species","Raistrickia aratra","","334700","species","Raistrickia aratra","279421","57663","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Raistrickia",""
"413571","413571","txn","","genus","Psygmocarpus","","413571","genus","Psygmocarpus","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Psygmocarpus","Psygmocarpus incertus"
"413572","413572","txn","","species","Psygmocarpus incertus","","413572","species","Psygmocarpus incertus","413571","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Psygmocarpus",""
"493626","493626","txn","","genus","Bartramia","","493626","genus","Bartramia","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Bartramia","Bartramia indica"
"493627","493627","txn","","species","Bartramia indica","","493627","species","Bartramia indica","493626","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Bartramia",""
"496693","496693","txn","","genus","Hesperis","","496693","genus","Hesperis","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hesperis","Hesperis matronalis"
"496695","496695","txn","","species","Hesperis tristis","","496695","species","Hesperis tristis","496693","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hesperis",""
"496698","496698","txn","","species","Hesperis africana","","496698","species","Hesperis africana","496693","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hesperis",""
"496699","496699","txn","","species","Hesperis provincialis","","496699","species","Hesperis provincialis","496693","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hesperis",""
"496701","496701","txn","","species","Hesperis verna","","496701","species","Hesperis verna","496693","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hesperis",""
"496696","496696","txn","","species","Hesperis matronalis","","496696","species","Hesperis matronalis","496693","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hesperis",""
"496697","496697","txn","","species","Hesperis sibirica","","496697","species","Hesperis sibirica","496693","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hesperis",""
"496700","496700","txn","","species","Hesperis dentata","","496700","species","Hesperis dentata","496693","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hesperis",""
"405924","405924","txn","","genus","Bothrostrobus","","405924","genus","Bothrostrobus","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Bothrostrobus","Bothrostrobus olyri"
"405925","405925","txn","","species","Bothrostrobus olyri","","405925","species","Bothrostrobus olyri","405924","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Bothrostrobus",""
"493662","493662","txn","","genus","Pyrola","","493662","genus","Pyrola","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pyrola","Pyrola rotundifolia"
"493668","493668","txn","","species","Pyrola uniflora","","493668","species","Pyrola uniflora","493662","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pyrola",""
"493663","493663","txn","","species","Pyrola rotundifolia","","493663","species","Pyrola rotundifolia","493662","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pyrola",""
"493665","493665","txn","","species","Pyrola secunda","","493665","species","Pyrola secunda","493662","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pyrola",""
"493664","493664","txn","","species","Pyrola minor","","493664","species","Pyrola minor","493662","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pyrola",""
"493667","493667","txn","","species","Pyrola maculata","","493667","species","Pyrola maculata","493662","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pyrola",""
"493666","493666","txn","","species","Pyrola umbellata","","493666","species","Pyrola umbellata","493662","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pyrola",""
"408229","408229","txn","","genus","Eopseudoceratium","","408229","genus","Eopseudoceratium","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Eopseudoceratium","Eopseudoceratium gochti"
"408230","408230","txn","","species","Eopseudoceratium gochti","","408230","species","Eopseudoceratium gochti","408229","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Eopseudoceratium",""
"404886","404886","txn","","genus","Alatampulla","","404886","genus","Alatampulla","54311","71641","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alatampulla","Alatampulla bartlettii"
"404887","404887","txn","","species","Alatampulla bartlettii","","404887","species","Alatampulla bartlettii","404886","71641","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Alatampulla",""
"491830","491830","txn","","genus","Cachrys","","491830","genus","Cachrys","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Cachrys","Cachrys libanotis"
"491831","491831","txn","","species","Cachrys libanotis","","491831","species","Cachrys libanotis","491830","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Cachrys",""
"497560","497560","txn","","genus","Ebenus","","497560","genus","Ebenus","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ebenus","Ebenus cretica"
"497561","497561","txn","","species","Ebenus cretica","","497561","species","Ebenus cretica","497560","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ebenus",""
"407029","407029","txn","","genus","Ctenidiopsis","","407029","genus","Ctenidiopsis","54311","71641","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ctenidiopsis","Ctenidiopsis grojecensis"
"407030","407030","txn","","species","Ctenidiopsis grojecensis","","407030","species","Ctenidiopsis grojecensis","407029","71641","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ctenidiopsis",""
"491259","491259","txn","","genus","Anabasis","","491259","genus","Anabasis","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Anabasis","Anabasis aphylla"
"491261","491261","txn","","species","Anabasis foliosa","","491261","species","Anabasis foliosa","491259","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Anabasis",""
"491260","491260","txn","","species","Anabasis aphylla","","491260","species","Anabasis aphylla","491259","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Anabasis",""
"407605","407605","txn","","genus","Diclidocarya","","407605","genus","Diclidocarya","54311","71641","extinct","35","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Diclidocarya","Diclidocarya gibbosa"
"407606","407606","txn","","species","Diclidocarya gibbosa","","407606","species","Diclidocarya gibbosa","407605","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Diclidocarya",""
"414844","414844","txn","","genus","Spathites","nomen nudum","54311","kingdom","Plantae","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Spathites",""
"405916","405916","txn","","genus","Boroviczia","","405916","genus","Boroviczia","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Boroviczia","Boroviczia karpinskii"
"405917","405917","txn","","species","Boroviczia karpinskii","","405917","species","Boroviczia karpinskii","405916","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Boroviczia",""
"456278","456278","txn","","genus","Microbaculispora","","456278","genus","Microbaculispora","54311","80975","extinct","8","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Microbaculispora",""
"456279","456279","txn","","species","Microbaculispora barakarensis","","456279","species","Microbaculispora barakarensis","456278","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Microbaculispora",""
"456280","456280","txn","","species","Microbaculispora gondwanensis","","456280","species","Microbaculispora gondwanensis","456278","80975","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Microbaculispora",""
"456282","456282","txn","","species","Microbaculispora minutus","","456282","species","Microbaculispora minutus","456278","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Microbaculispora",""
