id,plant_parts_detected,parts_count,parts_normalized
16373,leaf,1,leaf
16374,leaf; seed; root; stem; branch; inflorescence,6,leaf; seed; root; stem; branch; inflorescence
16375,proliferation,1,proliferation
16376,leaf,1,leaf
16377,wood; fruit; root,3,wood; fruit; root
16378,bulb,1,bulb
16379,ray,1,ray
16380,NA,0,NA
16381,NA,0,NA
16382,twig,1,twig
16383,mycorrhizal; root; mycorrhiza,3,mycorrhizal; root; mycorrhiza
16385,NA,0,NA
16386,shoot; root,2,shoot; root
16387,NA,0,NA
16388,root,1,root
16389,mycorrhizal; pod; leaf,3,mycorrhizal; pod; leaf
16390,NA,0,NA
16391,root; stem; leaf,3,root; stem; leaf
16392,NA,0,NA
16393,leaf,1,leaf
16395,root; style,2,root; style
16396,leaf,1,leaf
16397,NA,0,NA
16398,NA,0,NA
16399,leaf,1,leaf
16400,NA,0,NA
16401,leaf; sheath; stem; spike; seed; leaf sheath,6,leaf; sheath; stem; spike; seed; leaf sheath
16402,leaf,1,leaf
16403,root; stem; leaf,3,root; stem; leaf
16404,NA,0,NA
16405,branch; leaf,2,branch; leaf
16406,leaf,1,leaf
16407,seed; root; leaf,3,seed; root; leaf
16408,root; shoot,2,root; shoot
16409,root; stem; cortex,3,root; stem; cortex
16410,NA,0,NA
16411,NA,0,NA
16412,NA,0,NA
16413,leaf,1,leaf
16414,leaf,1,leaf
16416,leaf; stem; root,3,leaf; stem; root
16417,leaf; leaf surface,2,leaf; leaf surface
16418,leaf; root,2,leaf; root
16419,leaf,1,leaf
16420,NA,0,NA
16421,leaf; parenchyma; vascular tissue; vascular tissues,4,leaf; parenchyma; vascular tissue; vascular tissues
16422,leaf,1,leaf
16423,leaf,1,leaf
16424,NA,0,NA
16425,NA,0,NA
16426,leaf,1,leaf
16428,fruit,1,fruit
16429,leaf; root,2,leaf; root
16430,NA,0,NA
16431,NA,0,NA
16432,NA,0,NA
16433,NA,0,NA
16434,root; leaf,2,root; leaf
16435,NA,0,NA
16436,leaf; intercellular space; stem,3,leaf; intercellular space; stem
16437,branch; fruit,2,branch; fruit
16438,fruit; leaf; stem,3,fruit; leaf; stem
16439,root; stem; leaf,3,root; stem; leaf
16440,leaf,1,leaf
16441,seed,1,seed
16442,NA,0,NA
16443,NA,0,NA
16444,seed,1,seed
16445,NA,0,NA
16446,ray,1,ray
16447,NA,0,NA
16448,root; mycorrhiza; mycorrhizal,3,root; mycorrhiza; mycorrhizal
16449,leaf,1,leaf
16450,NA,0,NA
16451,root,1,root
16452,root,1,root
16453,seed; flower; radicle; root; leaf; crown,6,seed; flower; radicle; root; leaf; crown
16454,leaf; ray,2,leaf; ray
16455,leaf; root,2,leaf; root
16456,style,1,style
16457,NA,0,NA
16458,fruit,1,fruit
16459,NA,0,NA
16460,root,1,root
16461,NA,0,NA
16462,root; leaf; stem; bark; stem bark,5,root; leaf; stem; bark; stem bark
16463,fruit,1,fruit
16464,seed; root; coleoptile,3,seed; root; coleoptile
16465,seed,1,seed
16466,husk,1,husk
16467,NA,0,NA
16468,leaf; node,2,leaf; node
16469,NA,0,NA
16470,root,1,root
16471,fruit,1,fruit
16472,root; branch; leaf; stem; pod,5,root; branch; leaf; stem; pod
16473,root,1,root
16475,seed; root; shoot; stem; leaf,5,seed; root; shoot; stem; leaf
16476,NA,0,NA
16477,pod,1,pod
16478,leaf,1,leaf
16479,stem; canker; branch,3,stem; canker; branch
16480,leaf; root; mesophyll,3,leaf; root; mesophyll
16481,leaf; root,2,leaf; root
16482,leaf; root; rhizome,3,leaf; root; rhizome
16483,NA,0,NA
16486,leaf; scale,2,leaf; scale
16487,root; sheath,2,root; sheath
16488,NA,0,NA
16489,leaf,1,leaf
16490,style,1,style
16491,seed; cell wall,2,seed; cell wall
16492,seed,1,seed
16493,root; stem; leaf; bark; cell wall,5,root; stem; leaf; bark; cell wall
16494,root; stem; seed,3,root; stem; seed
16495,mycorrhiza; root,2,mycorrhiza; root
16496,leaf; root,2,leaf; root
16497,vascular bundle,1,vascular bundle
16498,NA,0,NA
16499,NA,0,NA
16500,root; leaf; stem,3,root; leaf; stem
16501,stem,1,stem
16502,branch,1,branch
16503,root; sporangium,2,root; sporangium
16504,root; epidermis; cortex; stele,4,root; epidermis; cortex; stele
16505,leaf,1,leaf
16506,seed; shoot; leaflet; petiole,4,seed; shoot; leaflet; petiole
16507,seed,1,seed
16508,lesion; leaflet; lamina; leaf,4,lesion; leaflet; lamina; leaf
16509,branch; leaf; fruit; lesion,4,branch; leaf; fruit; lesion
