id,plant_parts_detected,parts_count,parts_normalized
3095,leaf; stem; branch,3,leaf; stem; branch
3096,mycorrhizal; mycorrhiza,2,mycorrhizal; mycorrhiza
3097,mycorrhiza,1,mycorrhiza
3098,mycorrhizal; stem; root; cell wall,4,mycorrhizal; stem; root; cell wall
3099,seed,1,seed
3101,wood; sapwood; heartwood,3,wood; sapwood; heartwood
3102,seed; leaf; seed coat,3,seed; leaf; seed coat
3103,NA,0,NA
3104,scale,1,scale
3105,root,1,root
3106,seed,1,seed
3107,seed,1,seed
3108,leaf; blade; epidermis; leaf blade; leaf blades,5,leaf; blade; epidermis; leaf blade; leaf blades
3109,mycorrhizal; mycorrhiza; root; leaf; shoot,5,mycorrhizal; mycorrhiza; root; leaf; shoot
3110,seed,1,seed
3111,NA,0,NA
3112,mycorrhizal; root; anther,3,mycorrhizal; root; anther
3113,wood; bark; sapwood,3,wood; bark; sapwood
3114,mycorrhizal; root,2,mycorrhizal; root
3115,seed,1,seed
3116,leaf; stem; root; seed,4,leaf; stem; root; seed
3117,mycorrhizal; root,2,mycorrhizal; root
3118,NA,0,NA
3119,flower; bud; root; stem; flower bud,5,flower; bud; root; stem; flower bud
3120,leaf,1,leaf
3121,root,1,root
3122,NA,0,NA
3123,leaf; fruit,2,leaf; fruit
3124,inflorescence; embryo; ovary,3,inflorescence; embryo; ovary
3126,leaf; twig; shoot,3,leaf; twig; shoot
3127,mycorrhizal,1,mycorrhizal
3128,wood; stem; timber; crown; growth ring; sapwood,6,wood; stem; timber; crown; growth ring; sapwood
3129,NA,0,NA
3131,leaf; stem; root,3,leaf; stem; root
3132,leaf; root; mycorrhizal,3,leaf; root; mycorrhizal
3133,leaf,1,leaf
3134,seed,1,seed
3135,cell wall; root,2,cell wall; root
3136,root; scale,2,root; scale
3137,seed; root; stem; leaf,4,seed; root; stem; leaf
3138,seed,1,seed
3139,seed; root; shoot; leaf,4,seed; root; shoot; leaf
3140,mycorrhizal,1,mycorrhizal
3141,NA,0,NA
3142,NA,0,NA
3143,lesion,1,lesion
3144,leaf,1,leaf
3145,NA,0,NA
3146,wood; cell wall,2,wood; cell wall
3147,NA,0,NA
3148,bud; shoot; meristematic tissue; meristematic tissues,4,bud; shoot; meristematic tissue; meristematic tissues
3149,style,1,style
3150,NA,0,NA
3151,capsule; seed,2,capsule; seed
3152,NA,0,NA
3153,wood,1,wood
3154,NA,0,NA
3155,root; mycorrhiza; shoot; mycorrhizal; cotyledon,5,root; mycorrhiza; shoot; mycorrhizal; cotyledon
3156,NA,0,NA
3157,bud,1,bud
3158,callus; sapwood; stigma,3,callus; sapwood; stigma
3159,mycorrhizal; root; shoot,3,mycorrhizal; root; shoot
3160,NA,0,NA
3161,NA,0,NA
3162,NA,0,NA
3163,flower; leaf; bract,3,flower; leaf; bract
3164,mycorrhizal; shoot,2,mycorrhizal; shoot
3165,mycorrhiza; rhizome,2,mycorrhiza; rhizome
3167,shoot; root,2,shoot; root
3168,tuber,1,tuber
3169,root; mycorrhizal; mycorrhizal root,3,root; mycorrhizal; mycorrhizal root
3170,leaf; stomatal; stoma; epidermis; style,5,leaf; stomatal; stoma; epidermis; style
3171,root,1,root
3172,root; berry; mycorrhizal,3,root; berry; mycorrhizal
3173,shoot,1,shoot
3174,leaf,1,leaf
3175,bark; scale; seed; root; seed coat,5,bark; scale; seed; root; seed coat
3176,NA,0,NA
3177,stem; tuber; stolon; root; seed,5,stem; tuber; stolon; root; seed
3178,seed; leaf,2,seed; leaf
3179,mycorrhizal; root,2,mycorrhizal; root
3180,fruit; seed,2,fruit; seed
3181,scale; root,2,scale; root
3182,leaf; root,2,leaf; root
3183,adventitious root; root; leaf; shoot; stolon,5,adventitious root; root; leaf; shoot; stolon
3184,leaf,1,leaf
3185,NA,0,NA
3186,twig; branch; stem; bark; seed; pod,6,twig; branch; stem; bark; seed; pod
3187,mycorrhizal; shoot; root,3,mycorrhizal; shoot; root
3188,leaf,1,leaf
3189,root; mycorrhizal,2,root; mycorrhizal
3190,mycorrhizal; root,2,mycorrhizal; root
3191,root; proliferation,2,root; proliferation
3192,scale,1,scale
3193,mycorrhizal; scale; root; mycorrhizal root,4,mycorrhizal; scale; root; mycorrhizal root
3194,root,1,root
3195,leaf,1,leaf
3197,mycorrhizal; root,2,mycorrhizal; root
3198,leaf; scale,2,leaf; scale
3199,seed,1,seed
3200,leaf,1,leaf
3201,stem; seed; root,3,stem; seed; root
3202,bark,1,bark
3203,root; papilla; leaf; mycorrhizal,4,root; papilla; leaf; mycorrhizal
3204,root; lateral root,2,root; lateral root
3205,leaf; root; stem,3,leaf; root; stem
3208,leaf; foliage,2,leaf; foliage
3210,root,1,root
3211,leaf; root,2,leaf; root
3212,mycorrhizal,1,mycorrhizal
3213,mycorrhizal; root; mycorrhiza,3,mycorrhizal; root; mycorrhiza
3214,root,1,root
3215,stem,1,stem
3216,leaf; fruit; pod,3,leaf; fruit; pod
3217,seed; leaf,2,seed; leaf
3218,inflorescence; seed,2,inflorescence; seed
3219,leaf; stem; root; seed,4,leaf; stem; root; seed
3220,mycorrhizal,1,mycorrhizal
3221,mycorrhizal,1,mycorrhizal
3222,NA,0,NA
3223,NA,0,NA
3224,leaf,1,leaf
3225,root,1,root
3226,root; seed,2,root; seed
3227,seed,1,seed
3228,NA,0,NA
3229,NA,0,NA
3230,leaf; stem,2,leaf; stem
3231,shoot; root; mycorrhizal,3,shoot; root; mycorrhizal
3232,leaf,1,leaf
3233,fiber; root; stem; leaf,4,fiber; root; stem; leaf
3234,root; mycorrhizal,2,root; mycorrhizal
3235,seed; root,2,seed; root
3236,NA,0,NA
3237,gall,1,gall
3239,mycorrhizal; root; shoot,3,mycorrhizal; root; shoot
3240,root; mycorrhizal; style,3,root; mycorrhizal; style
3241,seed,1,seed
3242,leaf,1,leaf
3243,root; mycorrhizal,2,root; mycorrhizal
3244,stem; epidermis; leaf; seed; epidermal tissue; epidermal tissues,6,stem; epidermis; leaf; seed; epidermal tissue; epidermal tissues
3245,root,1,root
3246,seed,1,seed
3247,tuber,1,tuber
3248,leaf; petiole; stem,3,leaf; petiole; stem
3249,seed,1,seed
3250,root,1,root
3251,NA,0,NA
3252,branch; trunk,2,branch; trunk
3253,NA,0,NA
3254,seed; root; mycorrhizal,3,seed; root; mycorrhizal
3255,root; bark; xylem,3,root; bark; xylem
3256,seed,1,seed
3257,sheath; filament; stomatal; leaf; stoma,5,sheath; filament; stomatal; leaf; stoma
3258,NA,0,NA
3259,root; mycorrhizal; sheath,3,root; mycorrhizal; sheath
3260,NA,0,NA
3261,root; stem; bark,3,root; stem; bark
3262,root; cell wall,2,root; cell wall
3263,leaf,1,leaf
3264,leaf; stomatal; stoma,3,leaf; stomatal; stoma
3265,root; ray,2,root; ray
3266,root; mycorrhizal,2,root; mycorrhizal
3267,mycorrhizal,1,mycorrhizal
3268,root; leaf; xylem; vessel; xylem vessel; xylem vessels,6,root; leaf; xylem; vessel; xylem vessel; xylem vessels
3269,NA,0,NA
3270,seed,1,seed
3271,root; taproot; lateral root,3,root; taproot; lateral root
3272,root,1,root
3273,seed,1,seed
3274,NA,0,NA
3276,NA,0,NA
3277,gall; stem; foliage; leaf; lesion,5,gall; stem; foliage; leaf; lesion
3278,canker; leaf; root,3,canker; leaf; root
3279,mycorrhizal; root; shoot,3,mycorrhizal; root; shoot
3280,rhizome; timber; mycorrhizal,3,rhizome; timber; mycorrhizal
3281,seed; shoot; root,3,seed; shoot; root
3282,shoot; leaflet,2,shoot; leaflet
3283,stem,1,stem
3285,inflorescence; scale,2,inflorescence; scale
3286,stem,1,stem
3287,NA,0,NA
3288,stem; branch; canker; timber,4,stem; branch; canker; timber
3289,NA,0,NA
3290,root,1,root
3291,NA,0,NA
3292,bark; stoma,2,bark; stoma
3293,mycorrhizal; leaf; shoot,3,mycorrhizal; leaf; shoot
3294,adventitious root; root,2,adventitious root; root
3295,mycorrhizal; root; hair; mycorrhiza; root hair; petal,6,mycorrhizal; root; hair; mycorrhiza; root hair; petal
3296,NA,0,NA
3297,xylem; cortex; scale,3,xylem; cortex; scale
3298,leaf,1,leaf
3299,mycorrhizal; root,2,mycorrhizal; root
3301,seed,1,seed
3302,mycorrhizal; mycorrhiza; root,3,mycorrhizal; mycorrhiza; root
3304,root; mycorrhizal,2,root; mycorrhizal
3305,NA,0,NA
3306,root; shoot; root tip,3,root; shoot; root tip
3307,stoma,1,stoma
3308,NA,0,NA
3309,stem; gall; seed; leaf; capsule,5,stem; gall; seed; leaf; capsule
3310,leaf,1,leaf
3311,root,1,root
3312,leaf,1,leaf
3313,leaf; lesion,2,leaf; lesion
3314,NA,0,NA
3315,root,1,root
3316,NA,0,NA
3317,NA,0,NA
3318,leaf,1,leaf
3319,NA,0,NA
3320,root,1,root
3321,NA,0,NA
3323,root; shoot; leaf,3,root; shoot; leaf
3324,root; style,2,root; style
3325,leaf; lesion,2,leaf; lesion
3326,scale; intercellular space; xylem,3,scale; intercellular space; xylem
3327,NA,0,NA
3328,leaf,1,leaf
3329,NA,0,NA
3330,root,1,root
3331,mycorrhizal; root; shoot; mycorrhizal root; mycorrhizal roots,5,mycorrhizal; root; shoot; mycorrhizal root; mycorrhizal roots
3332,NA,0,NA
3333,root; shoot,2,root; shoot
3334,anther,1,anther
3336,root,1,root
3337,seed; root; shoot,3,seed; root; shoot
3338,style,1,style
3339,cambium,1,cambium
3340,stem; crown,2,stem; crown
3341,NA,0,NA
3342,NA,0,NA
3345,root,1,root
3346,mycorrhizal; root; seed,3,mycorrhizal; root; seed
3347,NA,0,NA
3348,root; mycorrhizal; bulb; shoot; leaf,5,root; mycorrhizal; bulb; shoot; leaf
3349,seed; foliage,2,seed; foliage
3350,mycorrhizal,1,mycorrhizal
3351,root; shoot,2,root; shoot
3352,mycorrhizal; root,2,mycorrhizal; root
3353,seed; leaf,2,seed; leaf
3354,root; stomatal; leaf; shoot; stoma,5,root; stomatal; leaf; shoot; stoma
3355,leaf,1,leaf
3356,NA,0,NA
3358,root; leaf,2,root; leaf
3359,cell wall,1,cell wall
3360,NA,0,NA
3361,bud; gall,2,bud; gall
3362,seed; shoot; root,3,seed; shoot; root
3363,mycorrhizal; root; branch,3,mycorrhizal; root; branch
3364,leaf; branch,2,leaf; branch
3365,NA,0,NA
3366,NA,0,NA
3367,leaf,1,leaf
3368,leaf,1,leaf
3369,root; shoot; intercellular space; stem; leaf; vascular tissue,6,root; shoot; intercellular space; stem; leaf; vascular tissue
3370,mycorrhizal; root; shoot,3,mycorrhizal; root; shoot
3371,mycorrhizal; root; mycorrhiza,3,mycorrhizal; root; mycorrhiza
3372,NA,0,NA
3373,mycorrhizal; root,2,mycorrhizal; root
3374,leaf; shoot; root,3,leaf; shoot; root
3375,stem; root,2,stem; root
3376,root; mycorrhizal,2,root; mycorrhizal
3377,root; seed; ovule,3,root; seed; ovule
3378,cell wall; leaf; lesion; stem,4,cell wall; leaf; lesion; stem
3379,NA,0,NA
3380,leaf; anther,2,leaf; anther
3381,NA,0,NA
3382,NA,0,NA
3384,mycorrhizal; mycorrhiza,2,mycorrhizal; mycorrhiza
3385,root; shoot,2,root; shoot
3386,mycorrhizal,1,mycorrhizal
3387,NA,0,NA
3388,gall; leaf; cortex; epidermis,4,gall; leaf; cortex; epidermis
3389,NA,0,NA
3390,mycorrhizal; root; scale,3,mycorrhizal; root; scale
3391,leaf; seed; embryo; seed embryo,4,leaf; seed; embryo; seed embryo
3392,NA,0,NA
3393,root; callus,2,root; callus
3394,cell wall; style,2,cell wall; style
3395,wood; timber; root; mycorrhizal; scale,5,wood; timber; root; mycorrhizal; scale
3396,NA,0,NA
3397,NA,0,NA
3398,mycorrhizal; mycorrhiza; root,3,mycorrhizal; mycorrhiza; root
3400,mycorrhizal; root,2,mycorrhizal; root
3401,mycorrhizal; leaf; shoot,3,mycorrhizal; leaf; shoot
3402,mycorrhizal; root; mycorrhizal structure; mycorrhizal structures,4,mycorrhizal; root; mycorrhizal structure; mycorrhizal structures
3403,mycorrhizal; root,2,mycorrhizal; root
3404,leaf,1,leaf
3405,seed; wood,2,seed; wood
3407,root,1,root
3408,crown,1,crown
3409,NA,0,NA
3410,xylem; wood,2,xylem; wood
3412,root; mycorrhizal,2,root; mycorrhizal
3414,root; shoot,2,root; shoot
3415,NA,0,NA
3416,seed,1,seed
3417,root,1,root
3418,tumor,1,tumor
3420,root; foliage,2,root; foliage
3421,seed; shoot,2,seed; shoot
3422,mycorrhizal; shoot; root,3,mycorrhizal; shoot; root
3423,root,1,root
3424,root,1,root
3425,NA,0,NA
3426,mycorrhizal; root; gall,3,mycorrhizal; root; gall
3427,shoot; root; style,3,shoot; root; style
3428,seed,1,seed
3429,mycorrhizal; root,2,mycorrhizal; root
3430,root,1,root
3431,stem,1,stem
3432,papilla,1,papilla
3433,root,1,root
3434,root; scale,2,root; scale
3435,mycorrhizal; root,2,mycorrhizal; root
3436,root; scale; leaf,3,root; scale; leaf
3437,NA,0,NA
3438,NA,0,NA
3439,cuticle,1,cuticle
3440,seed; canopy; embryo,3,seed; canopy; embryo
3441,NA,0,NA
3442,NA,0,NA
3443,leaf,1,leaf
3444,cortex; root; mycorrhizal; mycorrhiza; cotyledon,5,cortex; root; mycorrhizal; mycorrhiza; cotyledon
3445,leaf,1,leaf
3446,root,1,root
3447,root,1,root
3448,seed; root,2,seed; root
3449,root; ground tissue; ground tissues,3,root; ground tissue; ground tissues
3452,canker; bark; trunk,3,canker; bark; trunk
3453,root,1,root
3454,mycorrhizal,1,mycorrhizal
3455,root,1,root
3456,ground tissue; ground tissues,2,ground tissue; ground tissues
3457,NA,0,NA
3458,root,1,root
3459,shoot,1,shoot
3460,root,1,root
3462,leaf; panicle,2,leaf; panicle
3463,leaf; root,2,leaf; root
3464,NA,0,NA
3465,mycorrhizal,1,mycorrhizal
3466,NA,0,NA
3467,leaf; tuber,2,leaf; tuber
3468,trunk; wood; sapwood; heartwood,4,trunk; wood; sapwood; heartwood
3469,root; style,2,root; style
3470,root; hair; root hair,3,root; hair; root hair
3471,foliage; tumor,2,foliage; tumor
3472,NA,0,NA
3473,NA,0,NA
3474,mycorrhizal,1,mycorrhizal
3475,root,1,root
3476,NA,0,NA
3477,scale,1,scale
3478,hair,1,hair
3479,wood,1,wood
3480,mycorrhizal; root; shoot; mycorrhiza,4,mycorrhizal; root; shoot; mycorrhiza
3481,ray; root; lateral root; wood; bark; xylem; tylosis,7,ray; root; lateral root; wood; bark; xylem; tylosis
3482,root,1,root
3483,mycorrhizal,1,mycorrhizal
3484,leaf; leaf surface; leaf surfaces,3,leaf; leaf surface; leaf surfaces
3486,NA,0,NA
3487,leaf; lesion,2,leaf; lesion
3489,NA,0,NA
3490,leaf; lesion,2,leaf; lesion
3491,NA,0,NA
3492,mycorrhizal; seed; root; mycorrhiza,4,mycorrhizal; seed; root; mycorrhiza
3493,crown; internode; stem,3,crown; internode; stem
3494,leaf; twig,2,leaf; twig
3495,fruit; seed; capsule; fruit tissue; fruit tissues,5,fruit; seed; capsule; fruit tissue; fruit tissues
3496,canker; seed; root; stem; shoot,5,canker; seed; root; stem; shoot
3497,NA,0,NA
3498,mycorrhizal; root,2,mycorrhizal; root
3499,trunk; mycorrhizal; branch; mycorrhizal structure; mycorrhizal structures,5,trunk; mycorrhizal; branch; mycorrhizal structure; mycorrhizal structures
3500,leaf; seed,2,leaf; seed
3501,root; midrib; mycorrhiza,3,root; midrib; mycorrhiza
3502,NA,0,NA
3503,wood,1,wood
3505,root; leaf,2,root; leaf
3506,NA,0,NA
3507,NA,0,NA
3508,pod; leaf,2,pod; leaf
3509,NA,0,NA
3512,seed; fruit; capsule; achene,4,seed; fruit; capsule; achene
3513,root,1,root
3514,NA,0,NA
3515,leaf,1,leaf
3516,NA,0,NA
3517,mycorrhizal; mycorrhiza,2,mycorrhizal; mycorrhiza
3518,cambium; haustoria; haustorial,3,cambium; haustoria; haustorial
3519,fruit; cotyledon; perianth; flower; seed; root; stem; leaf,8,fruit; cotyledon; perianth; flower; seed; root; stem; leaf
3521,root; stem; leaf; shoot,4,root; stem; leaf; shoot
3522,mycorrhizal; wood,2,mycorrhizal; wood
3523,root; shoot,2,root; shoot
3524,root; mycorrhizal,2,root; mycorrhizal
3525,leaf,1,leaf
3526,stem; node; leaf; shoot; root; meristem; apical meristem,7,stem; node; leaf; shoot; root; meristem; apical meristem
3527,NA,0,NA
3528,scale,1,scale
3530,mycorrhizal; root; mycorrhizal root; mycorrhizal roots,4,mycorrhizal; root; mycorrhizal root; mycorrhizal roots
3531,lateral root; root; root tip,3,lateral root; root; root tip
3532,root; stem,2,root; stem
3533,mycorrhizal,1,mycorrhizal
3534,stem,1,stem
3535,root,1,root
3536,seed,1,seed
3537,scale; leaf,2,scale; leaf
3538,leaf; stem; root; cell wall,4,leaf; stem; root; cell wall
3540,bark; wood; stem; canker; gall,5,bark; wood; stem; canker; gall
3541,scale,1,scale
3542,scale,1,scale
3543,fruit; seed; root; cortex; stele; endosperm; leaf; stem,8,fruit; seed; root; cortex; stele; endosperm; leaf; stem
3545,root,1,root
3546,seed; seed coat,2,seed; seed coat
3547,NA,0,NA
3548,NA,0,NA
3550,NA,0,NA
3551,NA,0,NA
3552,root; seed,2,root; seed
3553,bark; canker; shoot,3,bark; canker; shoot
3554,root,1,root
3555,NA,0,NA
3557,root,1,root
3558,mycorrhizal,1,mycorrhizal
3559,root; mycorrhizal,2,root; mycorrhizal
3560,leaf; berry,2,leaf; berry
3561,NA,0,NA
3562,lateral root; xylem; vessel; shoot; root; xylem vessel; xylem vessels,7,lateral root; xylem; vessel; shoot; root; xylem vessel; xylem vessels
3563,root; mycorrhizal; hair; mycorrhiza,4,root; mycorrhizal; hair; mycorrhiza
3564,NA,0,NA
3566,leaf,1,leaf
3567,leaf; leaf surface,2,leaf; leaf surface
3568,mycorrhizal; shoot; root,3,mycorrhizal; shoot; root
3569,wood; leaf,2,wood; leaf
3571,mycorrhizal; root; mycorrhizal root; mycorrhizal roots,4,mycorrhizal; root; mycorrhizal root; mycorrhizal roots
3572,intercellular space; leaf; cuticle; cell wall; blade; sheath; leaf blade; leaf sheath; leaf surface,9,intercellular space; leaf; cuticle; cell wall; blade; sheath; leaf blade; leaf sheath; leaf surface
3573,root; mycorrhizal root; mycorrhizal roots,3,root; mycorrhizal root; mycorrhizal roots
3574,NA,0,NA
3575,root; stem,2,root; stem
3576,NA,0,NA
3578,seed; shoot,2,seed; shoot
3579,root; leaf,2,root; leaf
3580,root; leaf; seed,3,root; leaf; seed
3581,root; runner; shoot,3,root; runner; shoot
3582,seed,1,seed
3583,seed; shoot; root,3,seed; shoot; root
3584,leaf,1,leaf
3589,root; intercellular space,2,root; intercellular space
3590,wood; stem,2,wood; stem
3591,scale; style,2,scale; style
3592,leaf,1,leaf
3593,root,1,root
3594,canker,1,canker
3595,leaf,1,leaf
3596,root,1,root
3598,mycorrhizal; root; fruit; leaf,4,mycorrhizal; root; fruit; leaf
3601,flower; leaf; stem; root,4,flower; leaf; stem; root
3602,root; hair; filament; trichome; papilla; scale; leaf; stem; root hair,9,root; hair; filament; trichome; papilla; scale; leaf; stem; root hair
3603,root; root nodule,2,root; root nodule
3604,scale; shoot,2,scale; shoot
3605,mycorrhizal; canopy; shoot,3,mycorrhizal; canopy; shoot
3606,fruit; pericarp,2,fruit; pericarp
3607,NA,0,NA
3609,root; leaf,2,root; leaf
3610,NA,0,NA
3611,NA,0,NA
3612,shoot,1,shoot
3614,leaf; cell wall; cuticle; parenchyma; intercellular space; epidermis; mesophyll,7,leaf; cell wall; cuticle; parenchyma; intercellular space; epidermis; mesophyll
3615,xylem; proliferation,2,xylem; proliferation
3616,leaf,1,leaf
3617,seed,1,seed
3620,root; shoot; stem; leaf; inflorescence; flower; seed; scale,8,root; shoot; stem; leaf; inflorescence; flower; seed; scale
3621,seed,1,seed
3622,mycorrhizal; shoot; root,3,mycorrhizal; shoot; root
3623,callus,1,callus
3624,mycorrhizal; root; shoot,3,mycorrhizal; root; shoot
3625,root,1,root
3626,root,1,root
3627,NA,0,NA
3628,NA,0,NA
3629,mycorrhizal,1,mycorrhizal
3630,NA,0,NA
3631,mycorrhizal; stem; root; leaf; foliage,5,mycorrhizal; stem; root; leaf; foliage
3632,root,1,root
3633,seed; leaf,2,seed; leaf
3636,mycorrhizal; root,2,mycorrhizal; root
3637,leaf,1,leaf
3638,cuticle; style,2,cuticle; style
3639,NA,0,NA
3640,mycorrhizal; root; hull,3,mycorrhizal; root; hull
3641,root; leaf; stem; shoot,4,root; leaf; stem; shoot
3642,NA,0,NA
3643,mycorrhiza; root; mycorrhizal; hair,4,mycorrhiza; root; mycorrhizal; hair
3644,shoot; root; mycorrhiza; mycorrhizal,4,shoot; root; mycorrhiza; mycorrhizal
3645,NA,0,NA
3646,root,1,root
3649,root,1,root
3651,mycorrhizal; shoot,2,mycorrhizal; shoot
3653,NA,0,NA
3655,mycorrhizal; root; mycorrhiza,3,mycorrhizal; root; mycorrhiza
3656,seed; pericarp,2,seed; pericarp
3657,phloem; leaf,2,phloem; leaf
3658,wood; vascular tissue,2,wood; vascular tissue
3660,fruit; stem; lenticel; lesion; fruit tissue; fruit tissues,6,fruit; stem; lenticel; lesion; fruit tissue; fruit tissues
3661,root,1,root
3664,NA,0,NA
3665,leaf; root,2,leaf; root
3666,wood; branch; leaf; mycorrhizal,4,wood; branch; leaf; mycorrhizal
3667,root,1,root
3670,leaf; lesion; stem; root,4,leaf; lesion; stem; root
3674,mycorrhizal,1,mycorrhizal
3675,mycorrhizal; panicle,2,mycorrhizal; panicle
3676,seed; crown; panicle; root; pod,5,seed; crown; panicle; root; pod
3677,NA,0,NA
3678,trunk; wood,2,trunk; wood
3679,fruit; seed; root; leaf; pod,5,fruit; seed; root; leaf; pod
3682,NA,0,NA
3684,seed,1,seed
3686,xylem; vessel; stem; xylem vessel; xylem vessels,5,xylem; vessel; stem; xylem vessel; xylem vessels
3688,shoot; leaf,2,shoot; leaf
3689,sporangium; scale; mycorrhizal; root,4,sporangium; scale; mycorrhizal; root
3691,root,1,root
3694,NA,0,NA
3695,leaf; petiole,2,leaf; petiole
3697,seed; root; shoot; ray,4,seed; root; shoot; ray
3700,root; trunk; branch; mycorrhizal; hair; root hair,6,root; trunk; branch; mycorrhizal; hair; root hair
3704,seed,1,seed
3705,root; shoot; leaf; stomatal; fruit; stoma,6,root; shoot; leaf; stomatal; fruit; stoma
3710,mycorrhizal; mycorrhiza; root,3,mycorrhizal; mycorrhiza; root
3711,mycorrhizal,1,mycorrhizal
3712,NA,0,NA
3713,root,1,root
3714,NA,0,NA
3715,mycorrhizal; root,2,mycorrhizal; root
3717,meristem; axil; leaf,3,meristem; axil; leaf
3719,mycorrhiza; root; stomatal; mycorrhizal; leaf; stoma,6,mycorrhiza; root; stomatal; mycorrhizal; leaf; stoma
3720,mycorrhizal,1,mycorrhizal
3721,leaf; cell wall; canopy,3,leaf; cell wall; canopy
3722,seed; root; shoot,3,seed; root; shoot
3723,seed; leaf,2,seed; leaf
3724,NA,0,NA
3725,leaf,1,leaf
3726,root; seed; stem,3,root; seed; stem
3728,root,1,root
3729,seed; mycorrhizal,2,seed; mycorrhizal
3731,root; mycorrhizal,2,root; mycorrhizal
3732,gall; root,2,gall; root
3733,NA,0,NA
3734,root,1,root
3735,leaf; stem; root; seed,4,leaf; stem; root; seed
3736,seed; leaf; stem,3,seed; leaf; stem
3737,leaf; gall; leaf surface; stigma,4,leaf; gall; leaf surface; stigma
3738,shoot; canker; stem,3,shoot; canker; stem
3739,trunk,1,trunk
3740,seed,1,seed
3741,NA,0,NA
3742,root,1,root
3743,stem; leaf,2,stem; leaf
3744,NA,0,NA
3745,root,1,root
3746,NA,0,NA
3748,seed; leaf; root,3,seed; leaf; root
3749,tuber; rhizome; root,3,tuber; rhizome; root
3751,root; root nodule,2,root; root nodule
3752,flower; leaf,2,flower; leaf
3753,root; leaf,2,root; leaf
3754,mycorrhizal; root; shoot,3,mycorrhizal; root; shoot
3755,root,1,root
3756,seed,1,seed
3757,seed; seed coat,2,seed; seed coat
3758,wood; leaf,2,wood; leaf
3760,canker; wood,2,canker; wood
3761,style,1,style
3762,intercellular space; cell wall,2,intercellular space; cell wall
3763,leaf; root,2,leaf; root
3764,mycorrhizal; seed,2,mycorrhizal; seed
3765,stem,1,stem
3766,seed; embryo,2,seed; embryo
3767,seed,1,seed
3768,mycorrhizal,1,mycorrhizal
3769,style,1,style
3770,NA,0,NA
3771,hair; root; mycorrhizal,3,hair; root; mycorrhizal
3772,leaf; shoot; pod; canker; fruit; bark; wood,7,leaf; shoot; pod; canker; fruit; bark; wood
3773,seed; leaf,2,seed; leaf
3774,leaf,1,leaf
3776,mycorrhizal,1,mycorrhizal
3777,leaf; sheath,2,leaf; sheath
3778,pod,1,pod
3779,seed; shoot; crown; leaf,4,seed; shoot; crown; leaf
3780,root; shoot,2,root; shoot
3781,style,1,style
3782,NA,0,NA
3783,root; stem; leaf,3,root; stem; leaf
3784,leaf,1,leaf
3785,fruit,1,fruit
3786,NA,0,NA
3787,mycorrhizal; root,2,mycorrhizal; root
3788,bark; canker,2,bark; canker
3789,NA,0,NA
3790,NA,0,NA
3791,canker; stem; seed,3,canker; stem; seed
3792,root; style,2,root; style
3793,root,1,root
3794,root; mycorrhizal,2,root; mycorrhizal
3795,gall; seed; leaf; stem,4,gall; seed; leaf; stem
3796,stoma,1,stoma
3797,root; leaf,2,root; leaf
3798,node; leaf; sheath; seed; leaf sheath,5,node; leaf; sheath; seed; leaf sheath
3799,root,1,root
3800,stem; mycorrhiza,2,stem; mycorrhiza
3803,leaf,1,leaf
3804,seed; embryo,2,seed; embryo
3805,canker,1,canker
3806,NA,0,NA
3807,leaf; cell wall,2,leaf; cell wall
3808,seed,1,seed
3809,leaf; proliferation,2,leaf; proliferation
3810,root,1,root
3811,root,1,root
3812,root; stem; leaf,3,root; stem; leaf
3813,root; stele; mycorrhizal; shoot; petal,5,root; stele; mycorrhizal; shoot; petal
3814,gall; lesion,2,gall; lesion
3815,root; cell wall,2,root; cell wall
3816,seed; leaf; shoot; root; bud; stem,6,seed; leaf; shoot; root; bud; stem
3817,tuber; fruit; root; timber,4,tuber; fruit; root; timber
3818,scale; timber,2,scale; timber
3819,leaf; root; seed,3,leaf; root; seed
3821,mycorrhizal; root,2,mycorrhizal; root
3822,lesion; scale,2,lesion; scale
3823,rhizome; root,2,rhizome; root
3824,leaf,1,leaf
3825,seed; root,2,seed; root
3826,NA,0,NA
3827,mycorrhizal; root,2,mycorrhizal; root
3829,leaf,1,leaf
3831,NA,0,NA
3832,fruit; style,2,fruit; style
3833,root,1,root
3836,mycorrhizal; root; scale; cell wall,4,mycorrhizal; root; scale; cell wall
3837,shoot; root,2,shoot; root
3838,gall; foliage; leaf; shoot,4,gall; foliage; leaf; shoot
3840,leaf,1,leaf
3841,fruit,1,fruit
3842,mycorrhizal; seed; root; leaf; shoot; mycorrhiza,6,mycorrhizal; seed; root; leaf; shoot; mycorrhiza
3843,seed,1,seed
3844,leaf; berry; stem; root,4,leaf; berry; stem; root
3846,NA,0,NA
3847,NA,0,NA
3848,canker; stem; branch; shoot; foliage,5,canker; stem; branch; shoot; foliage
3849,leaf; flower; bud; flower bud; flower buds,5,leaf; flower; bud; flower bud; flower buds
3850,mycorrhizal; root,2,mycorrhizal; root
3851,capsule; filament; mycorrhizal; stem,4,capsule; filament; mycorrhizal; stem
3852,NA,0,NA
3853,NA,0,NA
3854,root; mycorrhizal,2,root; mycorrhizal
3855,panicle; seed; shoot; root,4,panicle; seed; shoot; root
3856,NA,0,NA
3857,scale; mycorrhizal,2,scale; mycorrhizal
3858,NA,0,NA
3859,seed,1,seed
