"canonicalName","rank","confidence","matchType","kingdom","phylum","class","order","family","genus","species","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","id","predicted_label"
"Agaricales","ORDER",94,"EXACT","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"5","34","186","1499",NA,NA,NA,"842","Presence"
"Xylariales","ORDER",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA,"5","95","320","1298",NA,NA,NA,"842","Presence"
"Marasmius","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius",NA,"5","34","186","1499","4179","2526678",NA,"842","Presence"
"Fusarium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"5","95","320","1290","4152","2554026",NA,"842","Presence"
"Acremonium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Acremonium",NA,"5","95","320","1290","8416","2560451",NA,"842","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"842","Presence"
"Monosporascus","GENUS",94,"EXACT","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Monosporascus",NA,"5","95","320","1298","8437","9795915",NA,"842","Presence"
"Stagonosporopsis oculi-hominis","SPECIES",96,"FUZZY","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Stagonosporopsis","Stagonosporopsis oculi-hominis","5","95","183","1047","3281822","2615463","7501699","923","Presence"
"Dendrobium huoshanense","SPECIES",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Dendrobium","Dendrobium huoshanense","6","7707728","196","1169","7689","2821327","5317552","923","Presence"
"Kadsura angustifolia","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Austrobaileyales","Schisandraceae","Kadsura","Kadsura angustifolia","6","7707728","220","7221318","6691","7335127","3745210","309","Presence"
"Ascomycota","PHYLUM",94,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"309","Presence"
"Zygomycota","PHYLUM",94,"HIGHERRANK","Fungi","Zygomycota",NA,NA,NA,NA,NA,"5","96",NA,NA,NA,NA,NA,"309","Presence"
"Basidiomycota","PHYLUM",96,"EXACT","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"5","34",NA,NA,NA,NA,NA,"309","Presence"
"Verticillium dahliae","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium","Verticillium dahliae","5","95","320","9705517","5729","9535878","2569149","309","Presence"
"Colletotrichum","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA,"5","95","320","9705517","2461","2563219",NA,"309","Presence"
"Eupenicillium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Eupenicillium",NA,"5","95","178","1040","3563703","2598095",NA,"309","Presence"
"Fusarium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"5","95","320","1290","4152","2554026",NA,"309","Presence"
"Hypoxylon","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon",NA,"5","95","320","1298","3302958","2560481",NA,"309","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"309","Presence"
"Phomopsis","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Phomopsis",NA,"5","95","320","1289","4146","2577612",NA,"309","Presence"
"Trametes","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Trametes",NA,"5","34","186","1145","3286","2519084",NA,"309","Presence"
"Umbelopsis","GENUS",94,"HIGHERRANK","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis",NA,"5","12238325","12241315","9754076","8279","2558986",NA,"309","Presence"
"Verticillium","GENUS",94,"EXACT","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NA,"5","95","320","9705517","5729","9535878",NA,"309","Presence"
"Xylaria","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria",NA,"5","95","320","1298","4168","2568748",NA,"309","Presence"
"Forsythia suspensa","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","Forsythia","Forsythia suspensa","6","7707728","220","408","6652","3172281","5415056","135","Presence"
"Colletotrichum gloeosporioides","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum gloeosporioides","5","95","320","9705517","2461","2563219","2569005","135","Presence"
"Brassica","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Brassica",NA,"6","7707728","220","7225535","3112","3042506",NA,"821","Presence"
"Brassica oleracea","SPECIES",98,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Brassica","Brassica oleracea","6","7707728","220","7225535","3112","3042506","3042845","821","Presence"
"Acephala","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Leotiomycetes","Helotiales","Vibrisseaceae","Acephala",NA,"5","95","179","1052","8386","2581337",NA,"821","Presence"
"Acrocalymma vagum","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Acrocalymmaceae","Acrocalymma","Acrocalymma vagum","5","95","183","1047","7440271","2615649","9656174","821","Presence"
"Setophoma terrestris","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Setophoma","Setophoma terrestris","5","95","183","1047","8312","8023907","7436896","821","Presence"
"Fusarium oxysporum","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium oxysporum","5","95","320","1290","4152","2554026","5251961","821","Presence"
"Pyrenophora","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora",NA,"5","95","183","1047","8315","2598533",NA,"821","Presence"
"Brassica","GENUS",94,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Brassica",NA,"6","7707728","220","7225535","3112","3042506",NA,"821","Presence"
"Leptosphaeria maculans","SPECIES",97,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria","Leptosphaeria maculans","5","95","183","1047","8307","7981442","8508382","821","Presence"
"Sclerotinia sclerotiorum","SPECIES",99,"EXACT","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Sclerotinia","Sclerotinia sclerotiorum","5","95","179","1052","8385","2580402","2583154","821","Presence"
"Talaromyces stipitatus","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","Talaromyces stipitatus","5","95","178","1040","3563703","2598197","2597843","954","Presence"
"Acanthus ilicifolius","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Acanthus","Acanthus ilicifolius","6","7707728","220","408","2393","3173198","6359819","954","Presence"
"Assay","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Assay",NA,"6","7707728","196","1369","3073","11123265",NA,"954","Presence"
"Asteraceae","FAMILY",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA,"6","7707728","220","414","3065",NA,NA,"224","Presence"
"Asteraceae","FAMILY",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA,"6","7707728","220","414","3065",NA,NA,"224","Presence"
"Assay","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Assay",NA,"6","7707728","196","1369","3073","11123265",NA,"224","Presence"
"Fusarium proliferatum","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium proliferatum","5","95","320","1290","4152","2554026","5252126","224","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"224","Presence"
"Fusarium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"5","95","320","1290","4152","2554026",NA,"224","Presence"
"Stemphylium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Stemphylium",NA,"5","95","183","1047","8315","2592424",NA,"224","Presence"
"Septoria","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Septoria",NA,"5","95","183","9783671","4797","7237638",NA,"224","Presence"
"Alternaria","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"5","95","183","1047","8315","7388975",NA,"224","Presence"
"Didymella","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella",NA,"5","95","183","1047","3281822","9388829",NA,"224","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"224","Presence"
"Chaetosphaeronema","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Chaetosphaeronema",NA,"5","95","183","1047","8312","2590616",NA,"224","Presence"
"Sarocladium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladiaceae","Sarocladium",NA,"5","95","320","1290","10861692","2562111",NA,"224","Presence"
"Nemania","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Nemania",NA,"5","95","320","1298","4168","2576344",NA,"224","Presence"
"Epicoccum","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Epicoccum",NA,"5","95","183","1047","3281822","2562153",NA,"224","Presence"
"Cladosporium","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,"5","95","183","1262","3563987","2518208",NA,"224","Presence"
"Asteraceae","FAMILY",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA,"6","7707728","220","414","3065",NA,NA,"224","Presence"
"Trichoderma atroviride","SPECIES",97,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma atroviride","5","95","320","1290","8419","7703803","5251334","166","Presence"
"Alpinia zerumbet","SPECIES",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Zingiberales","Zingiberaceae","Alpinia","Alpinia zerumbet","6","7707728","196","627","4687","5301253","5301979","217","Presence"
"Zingiberaceae","FAMILY",92,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Zingiberales","Zingiberaceae",NA,NA,"6","7707728","196","627","4687",NA,NA,"217","Presence"
"Phyla","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Phyla",NA,"6","7707728","220","408","6689","2925404",NA,"217","Presence"
"Cladosporium","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,"5","95","183","1262","3563987","2518208",NA,"217","Presence"
"Kodamaea","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kodamaea",NA,"5","95","182","1281","4140","11098364",NA,"217","Presence"
"Hannaella","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella",NA,"5","34","149","1123","9675359","7239012",NA,"217","Presence"
"Mycothermus","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Mycothermus",NA,"5","95","320","1061","8433","7716791",NA,"217","Presence"
"Sarocladium","GENUS",94,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladiaceae","Sarocladium",NA,"5","95","320","1290","10861692","2562111",NA,"217","Presence"
"Neopestalotiopsis","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Neopestalotiopsis",NA,"5","95","320","9705438","9649543","8206500",NA,"217","Presence"
"Alternaria","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"5","95","183","1047","8315","7388975",NA,"217","Presence"
"Fusarium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"5","95","320","1290","4152","2554026",NA,"217","Presence"
"Cladosporium","GENUS",92,"EXACT","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,"5","95","183","1262","3563987","2518208",NA,"217","Presence"
"Sarocladium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladiaceae","Sarocladium",NA,"5","95","320","1290","10861692","2562111",NA,"217","Presence"
"Brachypodium distachyon","SPECIES",97,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Brachypodium","Brachypodium distachyon","6","7707728","196","1369","3073","2705713","5290143","290","Presence"
"Microdochium bolleyi","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Amphisphaeriaceae","Microdochium","Microdochium bolleyi","5","95","320","9705438","4164","2574444","2574455","290","Presence"
"Fusarium culmorum","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium culmorum","5","95","320","1290","4152","2554026","5252189","290","Presence"
"Bletilla striata","SPECIES",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Bletilla","Bletilla striata","6","7707728","196","1169","7689","2808764","2808791","588","Presence"
"Mycelium","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota",NA,NA,NA,"Mycelium",NA,"5","34",NA,NA,NA,"7238668",NA,"588","Presence"
"Ferula assa-foetida","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Ferula","Ferula assa-foetida","6","7707728","220","1351","6720","3034682","8113074","575","Presence"
"Fusarium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"5","95","320","1290","4152","2554026",NA,"575","Presence"
"Alternaria","GENUS",94,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"5","95","183","1047","8315","7388975",NA,"575","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"575","Presence"
"Alternaria tenuissima","SPECIES",98,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria tenuissima","5","95","183","1047","8315","7388975","2616214","575","Presence"
"Taxus mairei","SPECIES",97,"EXACT","Plantae","Tracheophyta","Pinopsida","Pinales","Taxaceae","Taxus","Taxus mairei","6","7707728","194","640","4863","2684902","5284562","141","Presence"
"Cephalotaxus fortunei","SPECIES",85,"FUZZY","Plantae","Tracheophyta","Pinopsida","Pinales","Cephalotaxaceae","Cephalotaxus","Cephalotaxus fortunei","6","7707728","194","640","8143","2685260","2685265","141","Presence"
"Torreya grandis","SPECIES",98,"EXACT","Plantae","Tracheophyta","Pinopsida","Pinales","Taxaceae","Torreya","Torreya grandis","6","7707728","194","640","4863","2685123","5284483","141","Presence"
"Assay","GENUS",94,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Assay",NA,"6","7707728","196","1369","3073","11123265",NA,"141","Presence"
"Neurospora","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora",NA,"5","95","320","1061","4163","2572660",NA,"141","Presence"
"Trichoderma eijii","SPECIES",84,"FUZZY","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma eijii","5","95","320","1290","8419","7703803","7504216","141","Presence"
"Fusarium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"5","95","320","1290","4152","2554026",NA,"141","Presence"
"Paecilomyces","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Paecilomyces",NA,"5","95","178","1040","3563703","2560478",NA,"141","Presence"
"Poaceae","FAMILY",94,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae",NA,NA,"6","7707728","196","1369","3073",NA,NA,"722","Presence"
"Microbiota","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Microbiota",NA,"6","7707728","194","640","8144","2684893",NA,"722","Presence"
"Chrysopogon zizanioides","SPECIES",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Chrysopogon","Chrysopogon zizanioides","6","7707728","196","1369","3073","2705672","5677150","722","Presence"
"Gigaspora albida","SPECIES",99,"EXACT","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Gigaspora","Gigaspora albida","5","18","156","533","7622","2560147","2560148","722","Presence"
"Acaulospora morrowiae","SPECIES",99,"EXACT","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora morrowiae","5","18","156","533","3301","2560108","2560125","722","Presence"
"Microbiota","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Microbiota",NA,"6","7707728","194","640","8144","2684893",NA,"722","Presence"
"Beauveria bassiana","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana","5","95","320","1290","8418","2560584","2560612","865","Presence"
"Vitis vinifera","SPECIES",93,"FUZZY","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","Vitis","Vitis vinifera","6","7707728","220","7222050","6672","7467468","5372392","865","Presence"
"Alternaria","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"5","95","183","1047","8315","7388975",NA,"294","Presence"
"Pelargonium sidoides","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","Pelargonium","Pelargonium sidoides","6","7707728","220","624","4676","9348640","3827581","294","Presence"
"Taxus","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Pinopsida","Pinales","Taxaceae","Taxus",NA,"6","7707728","194","640","4863","2684902",NA,"277","Presence"
"Taxus","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Pinopsida","Pinales","Taxaceae","Taxus",NA,"6","7707728","194","640","4863","2684902",NA,"277","Presence"
"Pseudodidymocyrtis lobariellae","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudodidymocyrtis","Pseudodidymocyrtis lobariellae","5","95","183","1047","4817","11455304","11854761","277","Presence"
"Taxus","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Pinopsida","Pinales","Taxaceae","Taxus",NA,"6","7707728","194","640","4863","2684902",NA,"277","Presence"
"Assay","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Assay",NA,"6","7707728","196","1369","3073","11123265",NA,"999","Presence"
"Cladosporium","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,"5","95","183","1262","3563987","2518208",NA,"999","Presence"
"Metarhizium anisopliae","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Metarhizium anisopliae","5","95","320","1290","8417","2562464","2562645","999","Presence"
"Quercus gambelii","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus gambelii","6","7707728","220","1354","4689","2877951","2878268","41","Presence"
"Mikania micrantha","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Mikania","Mikania micrantha","6","7707728","220","414","3065","7722389","5398421","431","Presence"
"Fusarium proliferatum","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium proliferatum","5","95","320","1290","4152","2554026","5252126","431","Presence"
"Mycelium","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota",NA,NA,NA,"Mycelium",NA,"5","34",NA,NA,NA,"7238668",NA,"431","Presence"
"Diaporthe","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe",NA,"5","95","320","1289","4146","2566075",NA,"90","Review"
"Bipolaris","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris",NA,"5","95","183","1047","8315","2617116",NA,"316","Presence"
"Assay","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Assay",NA,"6","7707728","196","1369","3073","11123265",NA,"316","Presence"
"Cladosporium cladosporioides","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium cladosporioides","5","95","183","1262","3563987","2518208","2620657","316","Presence"
"Cladosporium cucumerinum","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium cucumerinum","5","95","183","1262","3563987","2518208","2620564","316","Presence"
"Saccharomyces cerevisiae","SPECIES",98,"EXACT","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae","5","95","182","1281","4140","2518181","7440012","316","Presence"
"Aspergillus niger","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger","5","95","178","1040","3563703","8884233","3465658","316","Presence"
"Melia azedarach","SPECIES",98,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Meliaceae","Melia","Melia azedarach","6","7707728","220","933","2397","3190496","5914287","528","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"528","Presence"
"Penicillium commune","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium commune","5","95","178","1040","3563703","7635114","2597910","606","Presence"
"Neurospora crassa","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora crassa","5","95","320","1061","4163","2572660","5253986","606","Presence"
"Cinnamomum longepaniculatum","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Cinnamomum","Cinnamomum longepaniculatum","6","7707728","220","407","6688","3033980","7362367","606","Presence"
"Fusarium proliferatum","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium proliferatum","5","95","320","1290","4152","2554026","5252126","774","Presence"
"Ascomycota","PHYLUM",96,"EXACT","Fungi","Ascomycota",NA,NA,NA,NA,NA,"5","95",NA,NA,NA,NA,NA,"747","Presence"
"Colletotrichum","GENUS",94,"EXACT","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA,"5","95","320","9705517","2461","2563219",NA,"747","Presence"
"Euphorbia pekinensis","SPECIES",98,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia pekinensis","6","7707728","220","1414","4691","11397237","3067750","456","Presence"
"Fusarium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"5","95","320","1290","4152","2554026",NA,"456","Presence"
"Mycelium","GENUS",94,"EXACT","Fungi","Basidiomycota",NA,NA,NA,"Mycelium",NA,"5","34",NA,NA,NA,"7238668",NA,"456","Presence"
"Palicourea rigida","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Palicourea","Palicourea rigida","6","7707728","220","412","8798","2898662","2898841","598","Presence"
"Colletotrichum","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA,"5","95","320","9705517","2461","2563219",NA,"598","Presence"
"Pestalotiopsis","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis",NA,"5","95","320","9705438","9649543","2574855",NA,"598","Presence"
