"canonicalName","rank","confidence","matchType","kingdom","phylum","class","order","family","genus","species","id","predicted_label"
"Cordia dichotoma","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Cordiaceae","Cordia","Cordia dichotoma","415","Presence"
"Asteraceae","FAMILY",92,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA,"415","Presence"
"Pestalotiopsis microspora","SPECIES",97,"EXACT","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis","Pestalotiopsis microspora","415","Presence"
"Microspora","GENUS",94,"EXACT","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Microsporaceae","Microspora",NA,"415","Presence"
"Asteraceae","FAMILY",92,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA,"415","Presence"
"Microspora","GENUS",94,"HIGHERRANK","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Microsporaceae","Microspora",NA,"415","Presence"
"Microspora","GENUS",94,"EXACT","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Microsporaceae","Microspora",NA,"415","Presence"
"Phyllanthus niruri","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Phyllanthaceae","Phyllanthus","Phyllanthus niruri","179","Presence"
"Assay","GENUS",94,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Assay",NA,"179","Presence"
"Assay","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Assay",NA,"179","Presence"
"Lafoensia pacari","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","Lafoensia","Lafoensia pacari","526","Presence"
"Guazuma ulmifolia","SPECIES",98,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Guazuma","Guazuma ulmifolia","526","Presence"
"Campomanesia xanthocarpa","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Campomanesia","Campomanesia xanthocarpa","526","Presence"
"Siparuna guianensis","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Laurales","Siparunaceae","Siparuna","Siparuna guianensis","526","Presence"
"Colletotrichum","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA,"526","Presence"
"Diaporthe","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe",NA,"526","Presence"
"Bjerkandera","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Bjerkandera",NA,"526","Presence"
"Talaromyces","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces",NA,"526","Presence"
"Cochliobolus","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Cochliobolus",NA,"526","Presence"
"Phaeophlebiopsis","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phaeophlebiopsis",NA,"526","Presence"
"Curvularia","GENUS",94,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia",NA,"526","Presence"
"Talaromyces","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces",NA,"526","Presence"
"Huperzia serrata","SPECIES",97,"EXACT","Plantae","Tracheophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Huperzia","Huperzia serrata","195","Presence"
"Derxomyces","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Derxomyces",NA,"195","Presence"
"Lophiostoma","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma",NA,"195","Presence"
"Cyphellophora","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora",NA,"195","Presence"
"Serendipita","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita",NA,"195","Presence"
"Kurtzmanomyces","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","Kurtzmanomyces",NA,"195","Presence"
"Mycosphaerella","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Mycosphaerella",NA,"195","Presence"
"Conoideocrella","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Conoideocrella",NA,"195","Presence"
"Brevicellicium","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Brevicellicium",NA,"195","Presence"
"Piskurozyma","GENUS",94,"EXACT","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Piskurozyma",NA,"195","Presence"
"Trichomerium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Trichomerium",NA,"195","Presence"
"Derxomyces","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Derxomyces",NA,"195","Presence"
"Trichomerium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Trichomerium",NA,"195","Presence"
"Zataria multiflora","SPECIES",95,"FUZZY","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Zataria","Zataria multiflora","938","Other"
"Mycelium","GENUS",94,"EXACT","Fungi","Basidiomycota",NA,NA,NA,"Mycelium",NA,"938","Other"
"Sclerocarya birrea","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Sclerocarya","Sclerocarya birrea","818","Presence"
"Hypoxis","GENUS",92,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Asparagales","Hypoxidaceae","Hypoxis",NA,"818","Presence"
"Alternaria alternata","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria alternata","818","Presence"
"Hypoxis","GENUS",92,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Asparagales","Hypoxidaceae","Hypoxis",NA,"818","Presence"
"Epichloe","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Epichloe",NA,"118","Presence"
"Hordeum bogdanii","SPECIES",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Hordeum","Hordeum bogdanii","118","Presence"
"Epichloe","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Epichloe",NA,"118","Presence"
"Epichloe bromicola","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Epichloe","Epichloe bromicola","118","Presence"
"Coffea arabica","SPECIES",98,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Coffea","Coffea arabica","299","Presence"
"Periconia atropurpurea","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia atropurpurea","229","Presence"
"Paris polyphylla","SPECIES",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Liliales","Melanthiaceae","Paris","Paris polyphylla","244","Presence"
"Yunnanensis","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Yunnanensis",NA,"244","Presence"
"Fusarium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"244","Presence"
"Gliocladiopsis","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gliocladiopsis",NA,"244","Presence"
"Gliomastix","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Gliomastix",NA,"244","Presence"
"Cylindrocarpon","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cylindrocarpon",NA,"244","Presence"
"Fusarium","GENUS",94,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"244","Presence"
"Gliocladiopsis irregularis","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gliocladiopsis","Gliocladiopsis irregularis","244","Presence"
"Plectosphaerella cucumerina","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella cucumerina","244","Presence"
"Aspergillus fumigatus","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus fumigatus","244","Presence"
"Cylindrocarpon","GENUS",94,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cylindrocarpon",NA,"244","Presence"
"Pestalotiopsis microspora","SPECIES",97,"EXACT","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis","Pestalotiopsis microspora","374","Presence"
"Microspora","GENUS",94,"EXACT","Plantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Microsporaceae","Microspora",NA,"374","Presence"
"Candida albicans","SPECIES",99,"EXACT","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida albicans","374","Presence"
"Penicillium mariae-crucis","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium mariae-crucis","665","Presence"
"Paeonia lactiflora","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Paeoniaceae","Paeonia","Paeonia lactiflora","665","Presence"
"Pestalotiopsis adusta","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis","Pestalotiopsis adusta","602","Presence"
"Clerodendrum canescens","SPECIES",98,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Clerodendrum","Clerodendrum canescens","602","Presence"
"Pestalotiopsis","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis",NA,"602","Presence"
"Euphorbia royleana","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia royleana","768","Presence"
"Hyalodendriella","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hamatocanthoscyphaceae","Hyalodendriella",NA,"709","Presence"
"Nerium oleander","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Nerium","Nerium oleander","91","Presence"
"Apocynaceae","FAMILY",96,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae",NA,NA,"91","Presence"
"Chaetomium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA,"91","Presence"
"Lamiaceae","FAMILY",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae",NA,NA,"953","Review"
"Salvia","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia",NA,"953","Review"
"Aloe vera","SPECIES",97,"EXACT","Plantae","Tracheophyta","Liliopsida","Asparagales","Asphodelaceae","Aloe","Aloe vera","348","Presence"
"Preussia africana","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia africana","348","Presence"
"Sporormiaceae","FAMILY",96,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae",NA,NA,"348","Presence"
"Suaeda","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Suaeda",NA,"649","Presence"
"Alternaria","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"649","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"649","Presence"
"Phyla","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Phyla",NA,"355","Review"
"Mucoromycota","PHYLUM",94,"HIGHERRANK","Fungi","Mucoromycota",NA,NA,NA,NA,NA,"355","Review"
"Basidiomycota","PHYLUM",96,"EXACT","Fungi","Basidiomycota",NA,NA,NA,NA,NA,"355","Review"
"Ascomycota","PHYLUM",94,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"355","Review"
"Agaricomycetes","CLASS",94,"HIGHERRANK","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"355","Review"
"Eurotiomycetes","CLASS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes",NA,NA,NA,NA,"355","Review"
"Saccharomycetes","CLASS",96,"EXACT","Fungi","Ascomycota","Saccharomycetes",NA,NA,NA,NA,"355","Review"
"Sordariomycetes","CLASS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"355","Review"
"Chaetomium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA,"355","Review"
"Fusarium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"355","Review"
"Gaeumannomyces","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Gaeumannomyces",NA,"355","Review"
"Metarhizium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium",NA,"355","Review"
"Microsphaeropsis","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Microsphaeropsis",NA,"355","Review"
"Paecilomyces penicillatus","SPECIES",93,"FUZZY","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Paecilomyces","Paecilomyces penicillatus","355","Review"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"355","Review"
"Talaromyces","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces",NA,"355","Review"
"Trichoderma verticillatum","SPECIES",93,"FUZZY","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma verticillatum","355","Review"
"Verticillium","GENUS",94,"EXACT","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium",NA,"355","Review"
"Xylaria","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria",NA,"355","Review"
"Pestalotiopsis fici","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis","Pestalotiopsis fici","840","Presence"
"Alternaria alternata","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria alternata","519","Presence"
"Cladosporium herbarum","SPECIES",97,"EXACT","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium herbarum","519","Presence"
"Epicoccum nigrum","SPECIES",97,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Epicoccum","Epicoccum nigrum","519","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"519","Presence"
"Fusarium graminearum","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium graminearum","519","Presence"
"Siraitia grosvenorii","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Siraitia","Siraitia grosvenorii","426","Presence"
"Fusarium solani","SPECIES",97,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium solani","426","Presence"
"Trichoderma eijii","SPECIES",84,"FUZZY","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma eijii","766","Presence"
"Amaranthaceae","FAMILY",96,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae",NA,NA,"211","Presence"
"Cochliobolus","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Cochliobolus",NA,"211","Presence"
"Assay","GENUS",94,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Assay",NA,"211","Presence"
"Assay","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Assay",NA,"211","Presence"
"Aspergillus nidulans","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus nidulans","932","Presence"
"Rhizophora stylosa","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Rhizophoraceae","Rhizophora","Rhizophora stylosa","932","Presence"
"Neotyphodium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Neotyphodium",NA,"590","Presence"
"Stagonospora","GENUS",94,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Stagonospora",NA,"590","Presence"
"Pinus tabuliformis","SPECIES",93,"FUZZY","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus tabuliformis","555","Presence"
"Alternaria alternata","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria alternata","555","Presence"
"Leptostroma","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Rhytismataceae","Leptostroma",NA,"555","Presence"
"Pestalotiopsis besseyi","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Pestalotiopsidaceae","Pestalotiopsis","Pestalotiopsis besseyi","555","Presence"
"Phomopsis archeri","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Phomopsis","Phomopsis archeri","555","Presence"
"Oxytropis","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Oxytropis",NA,"871","Presence"
"Cephalotaxus hainanensis","SPECIES",99,"EXACT","Plantae","Tracheophyta","Pinopsida","Pinales","Cephalotaxaceae","Cephalotaxus","Cephalotaxus hainanensis","373","Presence"
"Quercella","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Quercella",NA,"373","Presence"
"Colletotrichum boninense","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum boninense","373","Presence"
"Xylaria","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria",NA,"373","Presence"
"Rhizoctonia solani","SPECIES",99,"EXACT","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia solani","373","Presence"
"Sclerotinia sclerotiorum","SPECIES",99,"EXACT","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Sclerotinia","Sclerotinia sclerotiorum","373","Presence"
"Fusarium oxysporum","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium oxysporum","373","Presence"
"Rehmannia glutinosa","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Rehmanniaceae","Rehmannia","Rehmannia glutinosa","844","Presence"
"Oryza","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Oryza",NA,"844","Presence"
"Herbertus herpocladioides","SPECIES",99,"EXACT","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Herbertaceae","Herbertus","Herbertus herpocladioides","143","Presence"
"Alternaria citriarbusti","SPECIES",99,"EXACT","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria citriarbusti","143","Presence"
"Candida albicans","SPECIES",99,"EXACT","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida albicans","143","Presence"
"Enhalus acoroides","SPECIES",97,"EXACT","Plantae","Tracheophyta","Liliopsida","Alismatales","Hydrocharitaceae","Enhalus","Enhalus acoroides","544","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"544","Presence"
"Nigrospora","GENUS",94,"EXACT","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora",NA,"544","Presence"
"Fusarium","GENUS",94,"EXACT","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"544","Presence"
"Nigrospora","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora",NA,"544","Presence"
"Microsporum gypseum","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Microsporum","Microsporum gypseum","544","Presence"
"Quercus variabilis","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus variabilis","490","Presence"
"Trichophyton rubrum","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Trichophyton","Trichophyton rubrum","490","Presence"
"Candida albicans","SPECIES",99,"EXACT","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida albicans","490","Presence"
"Aspergillus niger","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger","490","Presence"
"Epidermophyton floccosum","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Epidermophyton","Epidermophyton floccosum","490","Presence"
"Microsporum canis","SPECIES",98,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Microsporum","Microsporum canis","490","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"490","Presence"
"Alternaria","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria",NA,"490","Presence"
"Cladosporium","GENUS",92,"HIGHERRANK","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,"490","Presence"
"Aspergillus nidulans","SPECIES",99,"EXACT","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus nidulans","621","Presence"
"Cynanchum bungei","SPECIES",99,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Cynanchum","Cynanchum bungei","775","Presence"
"Cynanchum","GENUS",94,"HIGHERRANK","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Cynanchum",NA,"775","Presence"
"Fusarium","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"775","Presence"
"Exophiala","GENUS",94,"HIGHERRANK","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala",NA,"775","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"775","Presence"
"Botryosphaeria","GENUS",94,"EXACT","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Botryosphaeria",NA,"775","Presence"
"Filobasidium","GENUS",94,"HIGHERRANK","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium",NA,"775","Presence"
"Ascomycota","PHYLUM",92,"HIGHERRANK","Fungi","Ascomycota",NA,NA,NA,NA,NA,"905","Presence"
"Prunus persica","SPECIES",97,"EXACT","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus persica","905","Presence"
"Rhizoctonia solani","SPECIES",99,"EXACT","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","Rhizoctonia solani","905","Presence"
"Globba patens","SPECIES",99,"EXACT","Plantae","Tracheophyta","Liliopsida","Zingiberales","Zingiberaceae","Globba","Globba patens","937","Presence"
"Assay","GENUS",94,"EXACT","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Assay",NA,"937","Presence"
"Colletotrichum siamense","SPECIES",99,"EXACT","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum siamense","937","Presence"
