id,match_type,user_supplied_name,resolved_name,status,acceptedScientificName,kingdom,phylum,family,genus,predicted_label,canonicalName,canonicalName_lower
46,species,bouteloua eriopoda,Bouteloua eriopoda,ACCEPTED,Bouteloua eriopoda,Plantae,Tracheophyta,Poaceae,Bouteloua,Presence,NA,NA
46,species,atriplex canescens,Atriplex canescens,ACCEPTED,Atriplex canescens,Plantae,Tracheophyta,Amaranthaceae,Atriplex,Presence,NA,NA
46,genus,NA,Bouteloua,ACCEPTED,Bouteloua,Plantae,Tracheophyta,Poaceae,NA,Presence,Bouteloua,bouteloua
46,genus,NA,Atriplex,ACCEPTED,Atriplex,Plantae,Tracheophyta,Amaranthaceae,NA,Presence,Atriplex,atriplex
48,species,panax ginseng,Panax ginseng,ACCEPTED,Panax ginseng,Plantae,Tracheophyta,Araliaceae,Panax,Presence,NA,NA
48,genus,NA,Arthrinium,ACCEPTED,Arthrinium,Fungi,Ascomycota,Apiosporaceae,NA,Presence,Arthrinium,arthrinium
48,genus,NA,Panax,ACCEPTED,Panax,Plantae,Tracheophyta,Araliaceae,NA,Presence,Panax,panax
50,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,species,forsythia suspensa,Forsythia suspensa,ACCEPTED,Forsythia suspensa,Plantae,Tracheophyta,Oleaceae,Forsythia,Presence,NA,NA
51,species,colletotrichum gloeosporioides,Colletotrichum gloeosporioides,ACCEPTED,Colletotrichum gloeosporioides,Fungi,Ascomycota,Glomerellaceae,Colletotrichum,Presence,NA,NA
51,genus,NA,Forsythia,ACCEPTED,Forsythia,Plantae,Tracheophyta,Oleaceae,NA,Presence,Forsythia,forsythia
51,genus,NA,Colletotrichum,ACCEPTED,Colletotrichum,Fungi,Ascomycota,Glomerellaceae,NA,Presence,Colletotrichum,colletotrichum
51,genus,NA,Colletotrichum,ACCEPTED,Colletotrichum,Fungi,Ascomycota,Dermateaceae,NA,Presence,Colletotrichum,colletotrichum
52,species,thermomyces lanuginosus,Thermomyces lanuginosus,ACCEPTED,Thermomyces lanuginosus,Fungi,Ascomycota,Trichocomaceae,Thermomyces,Presence,NA,NA
52,genus,NA,Cullen,ACCEPTED,Cullen,Plantae,Tracheophyta,Fabaceae,NA,Presence,Cullen,cullen
52,genus,NA,Thermomyces,ACCEPTED,Thermomyces,Fungi,Ascomycota,Trichocomaceae,NA,Presence,Thermomyces,thermomyces
53,species,chimonanthus praecox,Chimonanthus praecox,ACCEPTED,Chimonanthus praecox,Plantae,Tracheophyta,Calycanthaceae,Chimonanthus,Presence,NA,NA
53,genus,NA,Chimonanthus,ACCEPTED,Chimonanthus,Plantae,Tracheophyta,Calycanthaceae,NA,Presence,Chimonanthus,chimonanthus
53,genus,NA,Phyla,ACCEPTED,Phyla,Plantae,Tracheophyta,Verbenaceae,NA,Presence,Phyla,phyla
54,species,phialocephala fortinii,Phialocephala fortinii,ACCEPTED,Phialocephala fortinii,Fungi,Ascomycota,Mollisiaceae,Phialocephala,Presence,NA,NA
54,species,arabidopsis thaliana,Arabidopsis thaliana,ACCEPTED,Arabidopsis thaliana,Plantae,Tracheophyta,Brassicaceae,Arabidopsis,Presence,NA,NA
54,genus,NA,Arabidopsis,ACCEPTED,Arabidopsis,Plantae,Tracheophyta,Brassicaceae,NA,Presence,Arabidopsis,arabidopsis
54,genus,NA,Phialocephala,ACCEPTED,Phialocephala,Fungi,Ascomycota,Mollisiaceae,NA,Presence,Phialocephala,phialocephala
55,species,penicillium meloforme,Penicillium meloforme,ACCEPTED,Penicillium meloforme,Fungi,Ascomycota,Aspergillaceae,Penicillium,Presence,NA,NA
55,species,berkeleyomyces basicola,Berkeleyomyces basicola,ACCEPTED,Berkeleyomyces basicola,Fungi,Ascomycota,Ceratocystidaceae,Berkeleyomyces,Presence,NA,NA
55,species,fusarium solani,Fusarium solani,ACCEPTED,Fusarium solani,Fungi,Ascomycota,Nectriaceae,Fusarium,Presence,NA,NA
55,species,penicillium javanicum,Penicillium javanicum,ACCEPTED,Penicillium javanicum,Fungi,Ascomycota,Aspergillaceae,Penicillium,Presence,NA,NA
55,genus,NA,Berkeleyomyces,ACCEPTED,Berkeleyomyces,Fungi,Ascomycota,Ceratocystidaceae,NA,Presence,Berkeleyomyces,berkeleyomyces
55,genus,NA,Fusarium,ACCEPTED,Fusarium,Fungi,Ascomycota,Nectriaceae,NA,Presence,Fusarium,fusarium
55,genus,NA,Fusarium,ACCEPTED,Fusarium,Fungi,Ascomycota,Dermateaceae,NA,Presence,Fusarium,fusarium
55,genus,NA,Penicillium,ACCEPTED,Penicillium,Fungi,Ascomycota,Aspergillaceae,NA,Presence,Penicillium,penicillium
56,species,bothriochloa ischaemum,Bothriochloa ischaemum,ACCEPTED,Bothriochloa ischaemum,Plantae,Tracheophyta,Poaceae,Bothriochloa,Presence,NA,NA
56,species,festuca rubra,Festuca rubra,ACCEPTED,Festuca rubra,Plantae,Tracheophyta,Poaceae,Festuca,Presence,NA,NA
56,species,elymus dahuricus,Elymus dahuricus,ACCEPTED,Elymus dahuricus,Plantae,Tracheophyta,Poaceae,Elymus,Presence,NA,NA
56,genus,NA,Elymus,ACCEPTED,Elymus,Plantae,Tracheophyta,Poaceae,NA,Presence,Elymus,elymus
56,genus,NA,Bothriochloa,ACCEPTED,Bothriochloa,Plantae,Tracheophyta,Poaceae,NA,Presence,Bothriochloa,bothriochloa
56,genus,NA,Imperata,ACCEPTED,Imperata,Plantae,Tracheophyta,Poaceae,NA,Presence,Imperata,imperata
56,genus,NA,Ischaemum,ACCEPTED,Ischaemum,Plantae,Tracheophyta,Poaceae,NA,Presence,Ischaemum,ischaemum
56,genus,NA,Festuca,ACCEPTED,Festuca,Plantae,Tracheophyta,Poaceae,NA,Presence,Festuca,festuca
57,species,anethum graveolens,Anethum graveolens,ACCEPTED,Anethum graveolens,Plantae,Tracheophyta,Apiaceae,Anethum,Presence,NA,NA
57,genus,NA,Assay,ACCEPTED,Assay,Plantae,Tracheophyta,Poaceae,NA,Presence,Assay,assay
57,genus,NA,Fusarium,ACCEPTED,Fusarium,Fungi,Ascomycota,Nectriaceae,NA,Presence,Fusarium,fusarium
57,genus,NA,Fusarium,ACCEPTED,Fusarium,Fungi,Ascomycota,Dermateaceae,NA,Presence,Fusarium,fusarium
57,genus,NA,Arthrinium,ACCEPTED,Arthrinium,Fungi,Ascomycota,Apiosporaceae,NA,Presence,Arthrinium,arthrinium
57,genus,NA,Auxarthron,ACCEPTED,Auxarthron,Fungi,Ascomycota,Onygenaceae,NA,Presence,Auxarthron,auxarthron
57,genus,NA,Microsporum,ACCEPTED,Microsporum,Fungi,Ascomycota,Arthrodermataceae,NA,Presence,Microsporum,microsporum
57,genus,NA,Trichophyton,ACCEPTED,Trichophyton,Fungi,Ascomycota,Arthrodermataceae,NA,Presence,Trichophyton,trichophyton
57,genus,NA,Trichoderma,ACCEPTED,Trichoderma,Fungi,Ascomycota,Hypocreaceae,NA,Presence,Trichoderma,trichoderma
57,genus,NA,Penicillium,ACCEPTED,Penicillium,Fungi,Ascomycota,Aspergillaceae,NA,Presence,Penicillium,penicillium
57,genus,NA,Aspergillus,ACCEPTED,Aspergillus,Fungi,Ascomycota,Aspergillaceae,NA,Presence,Aspergillus,aspergillus
57,genus,NA,Aspergillus,ACCEPTED,Aspergillus,Fungi,Ascomycota,Trichocomaceae,NA,Presence,Aspergillus,aspergillus
57,genus,NA,Diaporthe,ACCEPTED,Diaporthe,Fungi,Ascomycota,Diaporthaceae,NA,Presence,Diaporthe,diaporthe
57,genus,NA,Anethum,ACCEPTED,Anethum,Plantae,Tracheophyta,Apiaceae,NA,Presence,Anethum,anethum
58,species,sophora alopecuroides,Sophora alopecuroides,ACCEPTED,Sophora alopecuroides,Plantae,Tracheophyta,Fabaceae,Sophora,Presence,NA,NA
58,genus,NA,Alternaria,ACCEPTED,Alternaria,Fungi,Ascomycota,Pleosporaceae,NA,Presence,Alternaria,alternaria
58,genus,NA,Sophora,ACCEPTED,Sophora,Plantae,Tracheophyta,Fabaceae,NA,Presence,Sophora,sophora
58,genus,NA,Aspergillus,ACCEPTED,Aspergillus,Fungi,Ascomycota,Aspergillaceae,NA,Presence,Aspergillus,aspergillus
58,genus,NA,Aspergillus,ACCEPTED,Aspergillus,Fungi,Ascomycota,Trichocomaceae,NA,Presence,Aspergillus,aspergillus
60,species,asparagus racemosus,Asparagus racemosus,ACCEPTED,Asparagus racemosus,Plantae,Tracheophyta,Asparagaceae,Asparagus,Presence,NA,NA
60,species,aspergillus terreus,Aspergillus terreus,ACCEPTED,Aspergillus terreus,Fungi,Ascomycota,Aspergillaceae,Aspergillus,Presence,NA,NA
60,species,aspergillus flavus,Aspergillus flavus,ACCEPTED,Aspergillus flavus,Fungi,Ascomycota,Aspergillaceae,Aspergillus,Presence,NA,NA
60,species,talaromyces pinophilus,Talaromyces pinophilus,ACCEPTED,Talaromyces pinophilus,Fungi,Ascomycota,Aspergillaceae,Talaromyces,Presence,NA,NA
60,genus,NA,Asparagus,ACCEPTED,Asparagus,Plantae,Tracheophyta,Asparagaceae,NA,Presence,Asparagus,asparagus
60,genus,NA,Penicillium,ACCEPTED,Penicillium,Fungi,Ascomycota,Aspergillaceae,NA,Presence,Penicillium,penicillium
60,genus,NA,Talaromyces,ACCEPTED,Talaromyces,Fungi,Ascomycota,Aspergillaceae,NA,Presence,Talaromyces,talaromyces
60,genus,NA,Aspergillus,ACCEPTED,Aspergillus,Fungi,Ascomycota,Aspergillaceae,NA,Presence,Aspergillus,aspergillus
60,genus,NA,Aspergillus,ACCEPTED,Aspergillus,Fungi,Ascomycota,Trichocomaceae,NA,Presence,Aspergillus,aspergillus
